openalex_author_id,author,publisher,unique_retracted_papers
A5100392763,Jie Li,Wiley,1
A5100392771,Bin Zhang,Canadian Science Publishing,1
A5100392771,Bin Zhang,Spandidos,1
A5100392778,Bin Zhang,Spandidos,1
A5100392778,Bin Zhang,Wiley,1
A5100392786,Bin Zhang,Wiley,1
A5100392806,Bin Zhang,Wiley,2
A5100392806,Bin Zhang,PLoS,1
A5100392827,Bin Zhang,Wiley,1
A5100392836,Bin Zhang,Springer,2
A5100392836,Bin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100392836,Bin Zhang,Wiley,1
A5100392839,Bin Zhang,Elsevier,1
A5100392839,Bin Zhang,Spandidos,1
A5100392839,Bin Zhang,Wiley,1
A5100392847,Bin Zhang,Hindawi,1
A5100392853,Bin Zhang,Hindawi,1
A5100392879,Bin Zhang,Elsevier,1
A5100392879,Bin Zhang,Springer - Nature Publishing Group,1
A5100392881,Bin Zhang,Wolters Kluwer,1
A5100392899,Bin Zhang,Hindawi,1
A5100392899,Bin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100392906,Bin Zhang,Elsevier,1
A5100392919,Bin Zhang,Elsevier,1
A5100392923,Bin Zhang,Spandidos,1
A5100392923,Bin Zhang,Springer - Biomed Central (BMC),1
A5100392928,Bin Zhang,Elsevier,1
A5100394798,Jing Chen,Wiley,1
A5100394804,Jing Chen,Springer,1
A5100394807,Jing Chen,Hindawi,2
A5100394807,Jing Chen,Elsevier,1
A5100394807,Jing Chen,Springer,1
A5100394807,Jing Chen,Wiley,1
A5100394815,Jing Chen,Elsevier,2
A5100394817,Jing Chen,Wiley,1
A5100394824,Jing Chen,Elsevier - Cell Press,1
A5100394850,Jing Chen,Hindawi,1
A5100394874,Jing Chen,Elsevier - Cell Press,1
A5100394877,Jing Chen,Frontiers,1
A5100394889,Jing Chen,Hindawi,1
A5100394895,Jing Chen,Springer - Biomed Central (BMC),1
A5100394898,Jing Chen,Wiley,1
A5100394923,Jing Chen,Hindawi,1
A5100394935,Jing Chen,Hindawi,1
A5100394941,Jing Chen,Elsevier,1
A5100394946,Jing Chen,Taylor and Francis,1
A5100394972,Jing Chen,Hindawi,1
A5100394977,Jing Chen,Spandidos,1
A5100394986,Jing Chen,Elsevier - Cell Press,1
A5100395398,Hui Wang,Hindawi,1
A5100395440,Bin Liu,Hindawi,1
A5100395450,Bin Liu,Wiley,2
A5100395450,Bin Liu,Taylor and Francis - Dove Press,1
A5100395476,Bin Liu,Elsevier,1
A5100395487,Bin Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100395552,Bin Liu,IOS Press (bought by Sage November 2023),1
A5100395563,Bin Liu,Spandidos,1
A5100395563,Bin Liu,Springer,1
A5100395573,Bin Liu,Wiley,1
A5100395574,Bin Liu,Taylor and Francis - Dove Press,1
A5100395576,Bin Liu,Springer,1
A5100395591,Bin Liu,American Society for Microbiology,1
A5100395591,Bin Liu,PLoS,1
A5100395591,Bin Liu,Springer - Nature Publishing Group,1
A5100396782,Hao Zhang,American Association for Cancer Research,1
A5100396799,Hao Zhang,Springer - Nature Publishing Group,1
A5100396825,Hao Zhang,Hindawi,2
A5100396841,Hao Zhang,Hindawi,1
A5100396872,Hao Zhang,American Chemical Society (ACS),1
A5100396872,Hao Zhang,Hindawi,1
A5100396872,Hao Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100396876,Hao Zhang,Royal Society of Chemistry (RSC),1
A5100396882,Hao Zhang,Taylor and Francis,1
A5100396885,Hao Zhang,Hindawi,1
A5100396913,Hao Zhang,Taylor and Francis - Dove Press,1
A5100396927,Hao Zhang,Elsevier,1
A5100396936,Hao Zhang,Royal Society of Chemistry (RSC),1
A5100396936,Hao Zhang,Spandidos,1
A5100396939,Hao Zhang,Springer,1
A5100396941,Hao Zhang,Oxford University Press,1
A5100396959,Hao Zhang,Springer - Nature Publishing Group,1
A5100396965,Hao Zhang,Elsevier,1
A5100396976,Hao Zhang,Frontiers,1
A5100396986,Hao Zhang,Hindawi,1
A5100396996,Hao Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100397001,Hao Zhang,Optica (formerly Optical Society of America -OSA-),1
A5100397032,Hao Zhang,Elsevier,1
A5100397053,Hao Zhang,Hindawi,1
A5100397064,Hao Zhang,Mary Ann Liebert,1
A5100397064,Hao Zhang,Wiley,1
A5100397370,Yang Yang,MDPI,1
A5100397391,Yang Yang,Elsevier,1
A5100397394,Yang Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100397400,Yang Yang,PLoS,1
A5100397400,Yang Yang,Royal Society of Chemistry (RSC),1
A5100397400,Yang Yang,Spandidos,1
A5100397400,Yang Yang,Wiley,1
A5100397406,Yang Yang,Impact Journals,1
A5100397410,Yang Yang,Frontiers,1
A5100397410,Yang Yang,Taylor and Francis,1
A5100397419,Yang Yang,Spandidos,1
A5100397426,Yang Yang,Frontiers,1
A5100397426,Yang Yang,Springer - Nature Publishing Group,1
A5100397426,Yang Yang,Taylor and Francis - Dove Press,1
A5100397426,Yang Yang,Wiley,1
A5100397429,Yang Yang,Portland Press,1
A5100397430,Yang Yang,SAGE Publications,1
A5100397440,Yang Yang,Wiley,1
A5100397456,Yang Yang,Springer - Nature Publishing Group,1
A5100397475,Yang Yang,Taylor and Francis - Dove Press,1
A5100397489,Yang Yang,Frontiers,1
A5100397489,Yang Yang,Springer - Biomed Central (BMC),1
A5100397498,Yang Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100397510,Yang Yang,De Gruyter,1
A5100397510,Yang Yang,Elsevier,1
A5100397510,Yang Yang,Impact Journals,1
A5100397510,Yang Yang,Springer,1
A5100397510,Yang Yang,Springer - Biomed Central (BMC),1
A5100397510,Yang Yang,Wiley,1
A5100397525,Yang Yang,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5100397529,Yang Yang,Hindawi,1
A5100397539,Yang Yang,Elsevier,1
A5100397541,Yang Yang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100397543,Yang Yang,Elsevier,1
A5100397548,Yang Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100397552,Yang Yang,Hindawi,1
A5100397581,Yang Yang,PLoS,3
A5100397585,Yang Yang,Hindawi,2
A5100397587,Yang Yang,Elsevier,1
A5100397588,Yang Yang,American Chemical Society (ACS),1
A5100397588,Yang Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100397591,Yang Yang,IOS Press (bought by Sage November 2023),1
A5100397594,Yang Yang,Wiley,1
A5100397616,Yang Yang,Hindawi,1
A5100397621,Yang Yang,Taylor and Francis - Dove Press,1
A5100397659,Yang Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100397681,Yang Yang,Wiley,1
A5100397711,Yang Yang,Hindawi,1
A5100397716,Yang Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100397719,Yang Yang,Cold Spring Harbor Laboratory Press,1
A5100397725,Yang Yang,Springer - Nature Publishing Group,1
A5100397738,Yang� Yang,Elsevier,1
A5100397738,Yang� Yang,Hindawi,1
A5100397738,Yang� Yang,Springer - Biomed Central (BMC),1
A5100397740,Yang Yang,Hindawi,1
A5100397749,Yang Yang,Royal Society of Chemistry (RSC),1
A5100397765,Yang Yang,Hindawi,1
A5100397800,Yang Yang,Elsevier,1
A5100398270,Bin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100398646,Ling Wang,Hindawi,1
A5100398647,Ling Wang,Hindawi,1
A5100398647,Ling Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100398648,Ling Wang,Spandidos,1
A5100398655,Ling Wang,Hindawi,1
A5100398661,Ling Wang,Hindawi,1
A5100398685,Ling Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100398696,Ling Wang,Springer,1
A5100398707,Ling Wang,Taylor and Francis,1
A5100398717,Ling Wang,PLoS,1
A5100398717,Ling Wang,Springer,1
A5100398721,Ling Wang,PLoS,1
A5100398721,Ling Wang,Spandidos,1
A5100398729,Ling Wang,Association for Computing Machinery (ACM),1
A5100398732,Ling Wang,Hindawi,2
A5100398732,Ling Wang,Elsevier,1
A5100398732,Ling Wang,Frontiers,1
A5100398732,Ling Wang,PLoS,1
A5100398732,Ling Wang,SAGE Publications,1
A5100398732,Ling Wang,Spandidos,1
A5100398732,Ling Wang,Wolters Kluwer,1
A5100400217,Jun Zhang,Wiley,2
A5100400217,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100400217,Jun Zhang,IOP Publishing,1
A5100400217,Jun Zhang,Springer,1
A5100400706,Min Li,Elsevier,1
A5100400726,Min Li,Wiley,1
A5100400729,Min Li,Hindawi,1
A5100400735,Min Li,Springer,1
A5100400736,Min Li,SAGE Publications,1
A5100400746,Min Li,Hindawi,1
A5100400748,Min Li,Wiley,1
A5100400752,Min Li,Spandidos,2
A5100400752,Min Li,Wiley,1
A5100400753,Min Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100400756,Min Li,Hindawi,1
A5100400781,Min Li,Portland Press,1
A5100400782,Min Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100401558,Qian Zhang,Hindawi,1
A5100401602,Qian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100401632,Qian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100401633,Qian Zhang,Royal Society of Chemistry (RSC),1
A5100401636,Qian Zhang,Hindawi,1
A5100401640,Qian Zhang,Wiley,1
A5100401653,Qian Zhang,Elsevier - Cell Press,1
A5100401659,Qian Zhang,Elsevier - Cell Press,1
A5100401687,Qian Zhang,Cellular Physiol Biochem Press,1
A5100401712,Qian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100401720,Qian Zhang,Hindawi,1
A5100401720,Qian Zhang,Taylor and Francis - Dove Press,1
A5100401723,Qian Zhang,Cellular Physiol Biochem Press,1
A5100401732,Qian Zhang,Elsevier,1
A5100401743,Qian Zhang,American Society for Microbiology,1
A5100401743,Qian Zhang,Hindawi,1
A5100401743,Qian Zhang,Spandidos,1
A5100401743,Qian Zhang,Springer,1
A5100401747,Qian Zhang,Hindawi,1
A5100401752,Qian Zhang,Hindawi,1
A5100402408,Jian Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100402427,Jian Li,Taylor and Francis - Dove Press,1
A5100402448,Jian Li,"International Scientific Information, Inc",1
A5100402458,Jian Li,IOS Press (bought by Sage November 2023),1
A5100402458,Jian Li,Springer,1
A5100402479,Jian Li,Hindawi,1
A5100402479,Jian Li,Springer - Biomed Central (BMC),1
A5100402533,Jian Li,BioMed Central (BMC),1
A5100402534,Jian Li,Elsevier,2
A5100402534,Jian Li,Spandidos,2
A5100402534,Jian Li,Hindawi,1
A5100402534,Jian Li,Springer - Nature Publishing Group,1
A5100402534,Jian Li,Taylor and Francis,1
A5100402538,Jian Li,SPIE,1
A5100402578,Jing Li,PLoS,1
A5100402578,Jing Li,Spandidos,1
A5100402580,Jian Li,Springer - Nature Publishing Group,1
A5100402585,Jian Li,IOS Press (bought by Sage November 2023),1
A5100402597,Jian Li,Hindawi,1
A5100402604,Jian Li,Portland Press,1
A5100402604,Jian Li,Wiley,1
A5100402608,Jian Li,Spandidos,2
A5100402608,Jian Li,Wiley,1
A5100402609,Jian Li,Hindawi,1
A5100402612,Jian Li,Springer - Nature Publishing Group,1
A5100402617,Jian Li,Hindawi,1
A5100402625,Jian Li,Spandidos,1
A5100402840,Min Zhang,IOS Press (bought by Sage November 2023),1
A5100402850,Min Zhang,Hindawi,1
A5100402851,Min Zhang,Frontiers,2
A5100402851,Min Zhang,Elsevier,1
A5100402853,Min Zhang,PLoS,1
A5100402855,Min Zhang,SAGE Publications,1
A5100402865,Min Zhang,Springer - Nature Publishing Group,1
A5100402869,Min Zhang,Wiley,1
A5100402873,Min Zhang,Wiley,1
A5100402876,Min Zhang,IOS Press (bought by Sage November 2023),2
A5100402876,Min Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100402879,Min Zhang,Springer - Biomed Central (BMC),1
A5100402917,Min Zhang,Mary Ann Liebert,1
A5100402920,Min Zhang,Hindawi,1
A5100402922,Min Zhang,Hindawi,1
A5100402925,Min Zhang,IOS Press (bought by Sage November 2023),2
A5100402925,Min Zhang,Hindawi,1
A5100402941,Min Zhang,Spandidos,1
A5100402941,Min Zhang,Springer,1
A5100402981,Min Zhang,Frontiers,1
A5100402981,Min Zhang,Japan Atherosclerosis Society,1
A5100402981,Min Zhang,Springer - Biomed Central (BMC),1
A5100402983,Min Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100402993,Min Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100402996,Min Zhang,IOS Press (bought by Sage November 2023),1
A5100402999,Min Zhang,Elsevier,1
A5100403002,Min Zhang,Wolters Kluwer,1
A5100403008,Min Zhang,Hindawi,1
A5100403018,Min Zhang,Hindawi,1
A5100403019,Min Zhang,Hindawi,1
A5100403020,Min Zhang,Hindawi,1
A5100403020,Min Zhang,Wiley,1
A5100403086,Lin Wang,Hindawi,1
A5100403087,Lin Wang,American Society for Clinical Investigation,1
A5100403087,Lin Wang,Royal Society of Chemistry (RSC),1
A5100403087,Lin Wang,Wiley,1
A5100403122,Lin Wang,Wiley,1
A5100403135,Lin Wang,Mary Ann Liebert,1
A5100403151,Lin Wang,Hindawi,1
A5100403169,Lin Wang,Bentham Open,1
A5100403173,Lin Wang,Springer,1
A5100403179,Lin Wang,Springer - Nature Publishing Group,1
A5100403181,Lin Wang,Hindawi,1
A5100403207,Lin Wang,Hindawi,1
A5100403214,Lin Wang,Hindawi,1
A5100403226,Lin Wang,Hindawi,1
A5100403227,Lin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100403235,Lin Wang,Hindawi,1
A5100403266,Lin Wang,Springer,1
A5100405768,Ping Zhang,Hindawi,1
A5100405777,Ping Zhang,Spandidos,1
A5100405778,Ping Zhang,Taylor and Francis,1
A5100405781,Ping Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100405781,Ping Zhang,Elsevier,1
A5100405781,Ping Zhang,Hindawi,1
A5100405781,Ping Zhang,IOP Publishing,1
A5100405781,Ping Zhang,International Union of Crystallography,1
A5100405781,Ping Zhang,Pharmacotherapy Group,1
A5100405781,Ping Zhang,Springer - Biomed Central (BMC),1
A5100405787,Ping Zhang,Elsevier,1
A5100405788,Ping Zhang,Hindawi,2
A5100405797,Ping Zhang,The Japanese Society of Toxicology,1
A5100405824,Ping Zhang,Frontiers,1
A5100405827,Ping Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100405828,Ping Zhang,Hindawi,1
A5100405838,Ping Zhang,Wiley,1
A5100405840,Ping Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100405840,Ping Zhang,Taylor and Francis,1
A5100405855,Ping Zhang,Hindawi,1
A5100405903,Jin Zhang,MDPI,1
A5100405907,Jin Zhang,Hindawi,1
A5100405908,Jin Zhang,Impact Journals,1
A5100405920,Jin Zhang,Elsevier - Cell Press,1
A5100405935,Jin Zhang,PLoS,1
A5100405936,Jin Zhang,American Society of Civil Engineers,1
A5100405947,Jin Zhang,Hindawi,1
A5100405955,Jin Zhang,Taylor and Francis - Dove Press,1
A5100405985,Jin Zhang,Springer,1
A5100405986,Jin Zhang,Hindawi,1
A5100405986,Jin Zhang,Spandidos,1
A5100405991,Jin Zhang,Hindawi,1
A5100406017,Jin Zhang,Portland Press,1
A5100406019,Jin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100406022,Jin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100406022,Jin Zhang,IOS Press (bought by Sage November 2023),1
A5100406904,Chao Wang,PLoS,1
A5100406933,Chao Wang,Elsevier,1
A5100406958,Chao Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100406963,Chao Wang,Springer,1
A5100407005,Chao Wang,BioMed Central (BMC),1
A5100407017,Chao Wang,Royal Society of Chemistry (RSC),1
A5100407017,Chao Wang,SAGE Publications,1
A5100407027,Chao Wang,Portland Press,1
A5100407045,Chao Wang,Hindawi,1
A5100407056,Chao Wang,Hindawi,2
A5100407077,Chao Wang,Hindawi,1
A5100407113,Chao Wang,Hindawi,1
A5100407123,Chao Wang,PLoS,1
A5100407133,Chao Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100407161,Chao Wang,Oxford University Press,1
A5100407177,Chao Wang,Taylor and Francis - Dove Press,1
A5100407980,Bo Wang,Cognizant Communication Corporation,2
A5100407980,Bo Wang,Elsevier - Cell Press,1
A5100407980,Bo Wang,Hindawi,1
A5100407980,Bo Wang,Spandidos,1
A5100407985,Bo Wang,MDPI,1
A5100407989,Bo Wang,Hindawi,1
A5100407997,Bo Wang,Springer,1
A5100407999,Bo Wang,IOS Press (bought by Sage November 2023),1
A5100408002,Bo Wang,Hindawi,1
A5100408006,Bo Wang,Elsevier,1
A5100408006,Bo Wang,Hindawi,1
A5100408006,Bo Wang,Wiley,1
A5100408014,Bo Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100408046,Bo Wang,Springer - Nature Publishing Group,1
A5100408050,Bo Wang,Hindawi,1
A5100408058,Bo Wang,PLoS,1
A5100408080,Bo Wang,IOS Press (bought by Sage November 2023),1
A5100408085,Bo Wang,Hindawi,1
A5100408086,Bo Wang,Wolters Kluwer,1
A5100408152,Bo Wang,Hindawi,1
A5100408154,Bo Wang,Wiley,1
A5100408156,Bo Wang,Hindawi,1
A5100408158,Bo Wang,Hindawi,1
A5100408160,Bo Wang,Hindawi,1
A5100408160,Bo Wang,IOS Press (bought by Sage November 2023),1
A5100408160,Bo Wang,Springer,1
A5100408164,Bo Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100408177,Bo Wang,Elsevier - Cell Press,1
A5100408177,Bo Wang,Korean Society for Molecular and Cellular Biology,1
A5100408183,Bo Wang,Trans Tech Publications Ltd,1
A5100408189,Bo Wang,Karger,1
A5100408193,Bo Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100408209,Bo Wang,American Heart Association,1
A5100408222,Bo Wang,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100408943,Ping Li,"International Scientific Information, Inc",1
A5100408943,Ping Li,Wiley,1
A5100408949,Ping Li,Springer,1
A5100409199,Gang Li,Springer - Nature Publishing Group,1
A5100409203,Gang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100409238,Wei Zhao,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100409238,Wei Zhao,Hindawi,1
A5100409238,Wei Zhao,Springer,1
A5100409246,Wei Zhao,SAGE Publications,1
A5100409248,Wei Zhao,Hindawi,1
A5100409861,Jian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100409879,Jian Zhang,Hindawi,3
A5100409879,Jian Zhang,Portland Press,2
A5100409879,Jian Zhang,Spandidos,2
A5100409879,Jian Zhang,American Association for Cancer Research,1
A5100409879,Jian Zhang,Elsevier,1
A5100409879,Jian Zhang,Elsevier - Cell Press,1
A5100409879,Jian Zhang,"International Scientific Information, Inc",1
A5100409879,Jian Zhang,PLoS,1
A5100409879,Jian Zhang,Springer,1
A5100409879,Jian Zhang,Taylor and Francis - Dove Press,1
A5100409892,Jian Zhang,PLoS,2
A5100409899,Jian Zhang,American Chemical Society (ACS),1
A5100409939,Jian Zhang,Wiley,1
A5100409969,Jian Zhang,Springer,1
A5100409969,Jian Zhang,Wiley,1
A5100409975,Jian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100409987,Jian Zhang,Hindawi,1
A5100409987,Jian Zhang,Taylor and Francis - Dove Press,1
A5100410040,Jian Zhang,Taylor and Francis,1
A5100410059,Jian Zhang,Hindawi,2
A5100410082,Jian Zhang,PLoS,1
A5100410090,Jian Zhang,Wolters Kluwer,1
A5100410099,Jian Zhang,Hindawi,1
A5100410107,Jian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100410108,Jian Zhang,Hindawi,1
A5100410263,Hong Li,Wiley,1
A5100410576,Yang Liu,Impact Journals,1
A5100410576,Yang Liu,Springer - Biomed Central (BMC),1
A5100410602,Yu Zhang,IOS Press (bought by Sage November 2023),1
A5100411784,Dan Wang,Taylor and Francis,1
A5100411792,Dan Wang,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5100411794,Dan Wang,Hindawi,3
A5100411794,Dan Wang,Elsevier,1
A5100411794,Dan Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100411794,Dan Wang,Springer - Nature Publishing Group,1
A5100411797,Dan Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100411812,Dan Wang,Springer - Nature Publishing Group,1
A5100411814,Dan Wang,BioMed Central (BMC),1
A5100411814,Dan Wang,PLoS,1
A5100411814,Dan Wang,Portland Press,1
A5100411814,Dan Wang,Springer,1
A5100411814,Dan Wang,Wiley,1
A5100411814,Dan Wang,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5100411815,Dan Wang,Wiley,1
A5100411817,Dan Wang,Impact Journals,1
A5100411823,Dan Wang,Elsevier,1
A5100411823,Dan Wang,Hindawi,1
A5100411823,Dan Wang,IOS Press (bought by Sage November 2023),1
A5100411831,Dan Wang,Elsevier,1
A5100411833,Dan Wang,Hindawi,1
A5100411839,Dan Wang,Springer - Nature Publishing Group,1
A5100411848,Dan Wang,MDPI,1
A5100411848,Dan Wang,Springer - Nature Publishing Group,1
A5100411850,Dan Wang,PLoS,1
A5100411859,Dan Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100411862,Dan Wang,Taylor and Francis,1
A5100411866,Dan Wang,Spandidos,1
A5100411886,Dan Wang,Springer,1
A5100411888,Dan Wang,Cambridge University Press,1
A5100411904,Dan Wang,Springer - Nature Publishing Group,1
A5100413042,Ping Wang,Hindawi,1
A5100413042,Ping Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100413406,Jing Liu,Springer,1
A5100414003,Ying Li,Hindawi,1
A5100414021,Ying Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100414025,Ying Li,Hindawi,1
A5100414034,Ying Li,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5100414044,Ying Liu,Elsevier,1
A5100414049,Ying Li,SAGE Publications,1
A5100414057,Ying Liu,Hindawi,1
A5100414057,Ying Liu,PLoS,1
A5100414090,Ying Liu,Springer - Biomed Central (BMC),1
A5100414092,Ying Liu,Hindawi,2
A5100414092,Ying Liu,IOS Press (bought by Sage November 2023),1
A5100414097,Ying Liu,Hindawi,1
A5100414133,Ying Li,Hindawi,1
A5100414136,Ying Li,Hindawi,2
A5100414148,Ying Li,Elsevier - Cell Press,1
A5100414156,Ying Li,Taylor and Francis - Dove Press,1
A5100414175,Ying Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100414179,Ying Li,Taylor and Francis - Dove Press,1
A5100414179,Ying Li,Wiley,1
A5100414192,Ying Li,Associação Brasileira de Divulgação Científica (ABDC),1
A5100414193,Ying Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100414208,Ying Li,Taylor and Francis,1
A5100414212,Ying Liu,IOS Press (bought by Sage November 2023),1
A5100414223,Ying Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100414228,Ying Li,Frontiers,1
A5100414228,Ying Li,IOS Press (bought by Sage November 2023),1
A5100414228,Ying Li,Wiley,1
A5100414249,Ying Liu,Impact Journals,1
A5100414283,Ying Liu,Hindawi,1
A5100414285,Ying Liu,Hindawi,4
A5100414285,Ying Liu,Royal Society of Chemistry (RSC),2
A5100414285,Ying Liu,Wiley,2
A5100414285,Ying Liu,Cellular Physiol Biochem Press,1
A5100414285,Ying Liu,Elsevier - Cell Press,1
A5100414285,Ying Liu,MDPI,1
A5100414285,Ying Liu,Springer,1
A5100414285,Ying Liu,Taylor and Francis,1
A5100414291,Ying Liu,Cellular Physiol Biochem Press,1
A5100414293,Ying Liu,Associação Brasileira de Divulgação Científica (ABDC),1
A5100414299,Ying Li,Elsevier,1
A5100414308,Ying Li,Impact Journals,1
A5100414317,Ying Liu,PLoS,1
A5100414320,Ying Li,Elsevier,1
A5100414321,Ying Li,Wiley,1
A5100414323,Ying Li,Frontiers,1
A5100414341,Ying Liu,Elsevier,1
A5100414379,Ying Liu,SAGE Publications,1
A5100414387,Ying Liu,IOP Publishing,1
A5100414390,Ying Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100414403,Ying Liu,Springer - Nature Publishing Group,1
A5100414405,Ying Liu,Karger,1
A5100414405,Ying Liu,Springer - Nature Publishing Group,1
A5100414405,Ying Liu,Wiley,1
A5100414426,Ying Li,Elsevier - Cell Press,1
A5100414452,Ying Liu,Springer,1
A5100414459,Ying Liu,PAGEPress,1
A5100414460,Ying Li,American Physiological Society,4
A5100414460,Ying Li,Wiley,4
A5100414460,Ying Li,Elsevier,2
A5100414463,Ying Li,Taylor and Francis,1
A5100414464,Ying Li,PLoS,1
A5100414467,Ying Li,PLoS,1
A5100414473,Ying Liu,Hindawi,2
A5100414473,Ying Liu,Cellular Physiol Biochem Press,1
A5100414473,Ying Liu,Spandidos,1
A5100414483,Ying Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100414484,Ying Li,Springer,1
A5100414485,Ying Li,IOS Press (bought by Sage November 2023),1
A5100414488,Ying Liu,Hindawi,1
A5100414490,Ying Liu,International Union of Crystallography,1
A5100414490,Ying Liu,Taylor and Francis,1
A5100415140,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100417894,Dan Wang,Springer - Nature Publishing Group,1
A5100418062,Ling Wang,Wiley,1
A5100418063,Ling Wang,Spandidos,1
A5100418066,Wang Ling,Wiley,1
A5100418072,Ling Wang,PLoS,1
A5100418073,Ling Wang,PLoS,1
A5100418073,Ling Wang,Tech Science Press,1
A5100418722,Li Liu,PLoS,1
A5100418746,Li Liu,IEEE: Institute of Electrical and Electronics Engineers,2
A5100418746,Li Liu,Hindawi,1
A5100418747,Li Liu,Wiley,1
A5100418765,Li Liu,Elsevier,1
A5100418765,Li Liu,Taylor and Francis,1
A5100418768,Li Liu,Elsevier,1
A5100418768,Li Liu,Springer - Biomed Central (BMC),1
A5100418770,Li Liu,Springer,1
A5100418783,Li Liu,Springer,1
A5100418789,Li Liu,Cellular Physiol Biochem Press,1
A5100418815,Li Liu,Hindawi,1
A5100418815,Li Liu,Wiley,1
A5100418817,Li Liu,Frontiers,1
A5100418822,Li Liu,Wiley,1
A5100418828,Li Liu,Hindawi,1
A5100418828,Li Liu,Springer - Nature Publishing Group,1
A5100418831,Li Liu,Hindawi,1
A5100418834,Li Liu,Wiley,3
A5100418834,Li Liu,Frontiers,1
A5100418837,Li Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100418845,Li Liu,MDPI,1
A5100418848,Li Liu,Hindawi,1
A5100418864,Li Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100418867,Li Liu,Elsevier,1
A5100418876,Li Liu,IEEE: Institute of Electrical and Electronics Engineers,2
A5100418876,Li Liu,Hindawi,1
A5100418889,Li Liu,Elsevier,2
A5100418899,Li Liu,Elsevier,1
A5100418899,Li Liu,Ivyspring International Publisher,1
A5100418899,Li Liu,Taylor and Francis,1
A5100418902,Li Liu,Elsevier,1
A5100418903,Li Liu,Wiley,1
A5100418911,Li Liu,Elsevier - Cell Press,1
A5100418914,Li Liu,Elsevier,1
A5100418914,Li Liu,IOS Press (bought by Sage November 2023),1
A5100418937,Li Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100418953,Zhang Li,Elsevier,1
A5100418953,Zhang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100418953,Zhang Li,Spandidos,1
A5100419713,Yong Zhang,Impact Journals,1
