openalex_author_id,author,publisher,unique_retracted_papers
A5100754578,Lei Li,Cellular Physiol Biochem Press,1
A5100754647,Li Yan,Springer - Nature Publishing Group,1
A5100754823,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100754828,Yan Zhang,Springer,1
A5100754832,Yan Zhang,Hindawi,1
A5100755246,Lin Wang,BioMed Central (BMC),1
A5100755889,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100756296,Jian Wang,American Chemical Society (ACS),1
A5100756547,Lei Zhang,IOS Press (bought by Sage November 2023),1
A5100756550,Lei Zhang,PLoS,1
A5100756634,Wei Zhang,Springer,1
A5100756636,Wei Zhang,Hindawi,1
A5100756636,Wei Zhang,IOS Press (bought by Sage November 2023),1
A5100756874,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100757098,Jing Zhang,Hindawi,1
A5100757101,Jing Zhang,Springer - Nature Publishing Group,1
A5100757663,Lei Wang,Springer,1
A5100757663,Lei Wang,Taylor and Francis,1
A5100757668,Lei Wang,Spandidos,1
A5100757744,Yang Li,Springer,1
A5100757983,Yan Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100757983,Yan Chen,PLoS,1
A5100758062,Jian Wang,Hindawi,1
A5100758062,Jian Wang,Wiley,1
A5100758169,Bo Li,Springer,1
A5100758204,Min Li,Royal Society of Chemistry (RSC),1
A5100758537,Yi Zhang,Taylor and Francis - Dove Press,1
A5100758858,Fang Wang,Scientific.net,1
A5100758864,Wei Liu,Portland Press,1
A5100758871,Wei Liu,Frontiers,1
A5100759077,Jing Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100759077,Jing Wang,IOP Publishing,1
A5100759204,Wei Liu,Hindawi,1
A5100759346,Lei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100759634,Jun Wang,MDPI,1
A5100760409,Li Yan,IEEE: Institute of Electrical and Electronics Engineers,1
A5100760638,Ling Wang,Taylor and Francis,1
A5100760704,Yang Li,Springer - Nature Publishing Group,1
A5100760756,Wei Liu,Hindawi,1
A5100760835,Jun Liu,Hindawi,1
A5100761191,Qian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100761365,Wei Zhang,Taylor and Francis - Dove Press,1
A5100761366,Hui Li,Elsevier,1
A5100761374,Hui Li,Wiley,1
A5100763925,Xin Zhang,Mary Ann Liebert,1
A5100765021,Lei Zhang,IOP Publishing,1
A5100765200,Jing Wang,Cellular Physiol Biochem Press,2
A5100765200,Jing Wang,Taylor and Francis,1
A5100765863,Wei Wang,SAGE Publications,1
A5100766053,Jiän Zhang,PLoS,1
A5100766053,Jiän Zhang,Taylor and Francis - Dove Press,1
A5100766062,Bin Wang,Springer,1
A5100766149,Yu Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100766197,Бо Лі,Taylor and Francis,1
A5100766586,Dan Liú,IEEE: Institute of Electrical and Electronics Engineers,1
A5100767367,Bin Liu,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100767367,Bin Liu,Frontiers,1
A5100767367,Bin Liu,Impact Journals,1
A5100767367,Bin Liu,Springer,1
A5100767367,Bin Liu,Taylor and Francis - Dove Press,1
A5100767367,Bin Liu,Wiley,1
A5100767435,Feng Li,Springer,1
A5100767665,Bin Wang,Elsevier,1
A5100767849,Lei Zhang,Elsevier - Cell Press,1
A5100767888,Yang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100768349,Xu Jian,Hindawi,1
A5100768472,Feng Wang,Springer - Biomed Central (BMC),1
A5100768936,Jian Wang,IOS Press (bought by Sage November 2023),1
A5100769024,Hao Wang,Portland Press,1
A5100769024,Hao Wang,Wiley,1
A5100770129,Xin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100771044,Zhang Yi,PLoS,1
A5100771047,Zhang Yi,SAGE Publications,1
A5100772167,Xin Li,PLoS,1
A5100772205,Bo Li,Springer,1
A5100772254,Yan Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100772356,Wei Wang,Hindawi,1
A5100772694,Jie Wang,Wiley,1
A5100772766,Weimin Qi,Taylor and Francis,1
A5100773035,Yan Li,Taylor and Francis,1
A5100773313,Yi Wang,Hindawi,1
A5100773352,Jian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100773459,Chao Wang,Hindawi,1
A5100773675,Hui Li,Wiley,1
A5100773796,Hao Zhang,Portland Press,1
A5100773874,Bo Li,Hindawi,1
A5100774126,Lin Zhang,Hindawi,1
A5100774472,Wei Li,Spandidos,1
A5100775905,Jing Li,Hindawi,1
A5100775907,Jing Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100775910,Jing Li,Springer - Nature Publishing Group,1
A5100776230,Wei Liu,American Chemical Society (ACS),1
A5100776276,Li Wei,Springer,1
A5100776413,Yu Liu,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5100777320,Yan Zhang,Frontiers,1
A5100777320,Yan Zhang,PLoS,1
A5100777320,Yan Zhang,Springer,1
A5100778012,Ying Liu,Hindawi,1
A5100778176,Min Li,Elsevier,1
A5100779495,Rui Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100779597,Li Jun,SAGE Publications,2
A5100779699,Hong Li,Hindawi,1
A5100779879,Yan Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100779893,Yi Wang,Taylor and Francis,1
A5100780163,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100780396,Jing Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100780397,Jing Yang,Taylor and Francis - Dove Press,1
A5100780576,Jie Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100780609,Lei Zhang,Elsevier,1
A5100780609,Lei Zhang,Portland Press,1
A5100780609,Lei Zhang,Springer - Biomed Central (BMC),1
A5100780612,Lei Zhang,Karger,1
A5100780731,Yong Wang,Springer,1
A5100780965,Tao Wang,SAGE Publications,1
A5100781379,Wei Zhang,Spandidos,1
A5100781382,Wei Zhang,Hindawi,2
A5100781382,Wei Zhang,Spandidos,1
A5100781635,Liu Yang,Wiley,1
A5100781638,Yang Liu,Elsevier,1
A5100782513,Lei Zhang,Hindawi,1
A5100782738,Ying Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100782738,Ying Liu,Springer - Nature Publishing Group,1
A5100782741,Ying Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100783084,Lin Wang,Springer,1
A5100783106,Jing Chen,Hindawi,1
A5100783183,Yang Wang,Wiley,1
A5100783301,Hong Zhang,ASTM International,1
A5100784036,Jun Chen,Elsevier,1
A5100784213,Yi Wang,IOP Publishing,1
A5100784324,Li Yang,Spandidos,1
A5100784365,Jing Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100784754,Yang Wang,Cellular Physiol Biochem Press,1
A5100784754,Yang Wang,Wiley,1
A5100784853,Yang Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100784878,Li Peng,Hindawi,1
A5100784878,Li Peng,Impact Journals,1
A5100785029,Wei Li,IOP Publishing,1
A5100785034,Wei Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100785059,Yan Wang,Elsevier,1
A5100785565,Yan Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100786107,Jin Wang,Hindawi,1
A5100786294,Xin Wang,Wiley,1
A5100786356,Min Li,Association for Computing Machinery (ACM),1
A5100786654,Liang Wang,Springer,1
A5100814407,Lin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100864739,Wei Zhao,Association for Computing Machinery (ACM),1
A5100870097,Lin Zhang,Elsevier,1
A5100889587,Yong Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100936798,Hong Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100939128,Yu Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100945082,Feng Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100964711,Jie Wang,Taylor and Francis,1
A5101069784,Yang Liu,Springer,1
A5101216405,Yu Wang,PLoS,1
A5101232791,Yu Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101336186,Qian Zhang,Springer - Nature Publishing Group,1
A5101397149,Lei Zhang,Hindawi,1
A5101398880,Yang Wang,Springer - Nature Publishing Group,1
A5101403419,Qiang Li,Wiley,1
A5101404761,Yong Wang,Elsevier,2
A5101404761,Yong Wang,Springer,1
A5101407394,Yong Zhang,PLoS,1
A5101407825,Yan Liu,Tech Science Press,1
A5101408176,Jian Xu,Spandidos,1
A5101410620,Jing Liu,Springer,1
A5101412123,Bo Wang,Springer,1
A5101412124,Bo Wang,SAGE Publications,1
A5101413915,Min Wang,Hindawi,1
A5101416744,Jing Wang,Cognizant Communication Corporation,1
A5101421438,Wang Xin,Wiley,1
A5101423040,Qian Wang,Springer,1
A5101423831,Wei Zhang,Hindawi,1
A5101423831,Wei Zhang,Springer - Nature Publishing Group,1
A5101425694,Wei Zhao,Hindawi,1
A5101426633,Jing Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5101427524,Hui Li,Hindawi,1
A5101436377,Jing Li,Elsevier,1
A5101439529,Yu Wang,Hindawi,1
A5101443601,Yong Wang,Hindawi,1
A5101443725,Jing Chen,SAGE Publications,1
A5101444599,Qian Zhang,Hindawi,1
A5101445946,Bo Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5101446655,Jing Liu,Taylor and Francis - Dove Press,2
A5101446655,Jing Liu,Termedia Publishing,1
A5101446656,Jing Liu,Hindawi,1
A5101446656,Jing Liu,Springer,1
A5101449729,Xin Li,Hindawi,1
A5101453769,Jie Li,Frontiers,1
A5101455300,Wei Zhao,IEEE: Institute of Electrical and Electronics Engineers,2
A5101458603,Feng Li,Hindawi,1
A5101458953,Jie Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101459862,Wei Li,SPIE,1
A5101467140,Jie Zhang,Wiley,1
A5101468387,Yang Wang,Springer - Nature Publishing Group,1
A5101473351,Dan Liu,Mary Ann Liebert,1
A5101477613,Yong Wang,Hindawi,1
A5101479066,Tao Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101480934,Dan Li,Springer,1
A5101486151,Zhang Jin,Hindawi,1
A5101486867,Jun Yang,Elsevier,1
A5101486868,Jun Yang,Elsevier,1
A5101487401,Jing Zhang,Hindawi,1
A5101488488,Gang Wang,Hindawi,1
A5101489740,Dan Li,Hindawi,1
A5101491257,Qiang Li,Hindawi,1
A5101492139,Qiang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101492139,Qiang Li,Wiley,1
A5101492421,Yu Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101496931,Hui Liu,Association for Computing Machinery (ACM),1
A5101496931,Hui Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101496931,Hui Liu,IOS Press (bought by Sage November 2023),1
A5101499128,Lei Zhang,SAGE Publications,1
A5101502858,Tao Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101505916,Qian Zhang,IOS Press (bought by Sage November 2023),2
A5101506227,Jun Wang,Elsevier,1
A5101507256,Bin Liu,Hindawi,1
A5101507888,Lei Zhang,Sociedade Brasileira de Genética,1
A5101509998,Hui Wang,Oxford University Press,1
A5101512674,Hui Liu,Hindawi,1
A5101518188,Ying Wang,Elsevier,1
A5101520036,Jing Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101520677,Zhang Qian,Hindawi,1
A5101520987,Hui Liu,PLoS,1
A5101520987,Hui Liu,Portland Press,1
A5101520987,Hui Liu,Taylor and Francis - Dove Press,1
A5101521301,Yu Wang,Springer,1
A5101522282,Bin Wang,SAGE Publications,1
A5101523355,Yan Liu,Hindawi,1
A5101526257,Jun Yang,AIP Publishing,1
A5101526257,Jun Yang,IOS Press (bought by Sage November 2023),1
A5101526879,Zhang Rui,IEEE: Institute of Electrical and Electronics Engineers,2
A5101526880,Rui Zhang,Wiley,1
A5101526881,Zhang Rui,IEEE: Institute of Electrical and Electronics Engineers,1
A5101527583,Yong Wang,Springer,1
A5101528438,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101533110,Jin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101534953,Lei Zhang,Wiley,1
A5101536531,Yang Zhang,Royal Society of Chemistry (RSC),1
A5101538539,Yan Li,Impact Journals,1
A5101540669,Zhang Yu,Elsevier,1
A5101546953,Bo Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101547727,Ying Wang,Hindawi,1
A5101554082,Ping Wang,Hindawi,1
A5101554609,Wei Liu,Springer - Nature Publishing Group,1
A5101555201,Yan Li,Hindawi,1
A5101555228,Wei Zhang,Elsevier,1
A5101555228,Wei Zhang,Wiley,1
A5101559441,Min Wang,SAGE Publications,1
A5101559744,Jing Zhang,Hindawi,1
A5101560857,Yan Li,Royal Society of Chemistry (RSC),1
A5101566029,Jun Yang,Wiley,1
A5101575178,Yan Zhang,Taylor and Francis,1
A5101575662,Jin Wang,Hindawi,1
A5101576125,Yan Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101579694,Ying Liu,Taylor and Francis - Dove Press,1
A5101579694,Ying Liu,Wiley,1
A5101583691,Nan Li,The Company of Biologists,1
A5101588346,Yi Wang,Hindawi,1
A5101593074,Yu Wang,Hindawi,1
A5101594452,Jian Zhang,Hindawi,1
A5101595115,Yang Liu,Hindawi,1
A5101598620,Wang Xin,SAGE Publications,1
A5101600019,Jing Zhao,Dovepress,1
A5101601630,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101602689,Ying Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5101603815,Yan Wang,Springer - Nature Publishing Group,1
A5101605358,Yang Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101605359,Yang Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101607909,Chao Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101609397,Yi Wang,Hindawi,1
A5101609466,Wang Jing,Elsevier,1
A5101609470,Wang Jing,Hindawi,1
A5101610149,Wei Zhao,Springer,1
A5101610936,Yang Li,Hindawi,1
A5101610936,Yang Li,PLoS,1
A5101612078,Zhang Jin,SAGE Publications,1
A5101618740,Hong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101619987,Juan Li,IOP Publishing,1
A5101619989,Juan Li,Springer - Nature Publishing Group,1
A5101627406,Ping Wang,Hindawi,1
A5101627722,Yan Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101628482,Wang Yu,Wiley,1
A5101631168,Bo Wang,Hindawi,1
A5101633848,Chao Wang,Wiley,1
A5101634746,Wei Zhang,BioScientifica,1
A5101637303,Wang Hong,SAGE Publications,1
A5101638340,Yusuke Fujii,Australian Society of Anaesthetists,1
A5101639721,Tao Li,Hindawi,1
A5101639721,Tao Li,Wiley,1
A5101639975,Wei Zhang,Elsevier,1
A5101639975,Wei Zhang,Taylor and Francis - Dove Press,1
A5101647700,Rui Zhang,Spandidos,1
A5101647700,Rui Zhang,Wiley,1
A5101650422,Dan Liu,Springer - Nature Publishing Group,1
A5101653132,Qi Wang,Hindawi,1
A5101655546,Ying Liu,Elsevier - Cell Press,1
A5101657244,Yang Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5101658006,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101662499,Jun Liu,Hindawi,1
A5101662788,Yang Yang,Springer - Biomed Central (BMC),1
A5101669826,Wei Zhang,Hindawi,1
A5101671600,Yi Wang,Hindawi,1
A5101672854,Lei Wang,Springer - Nature Publishing Group,1
A5101674122,Ping Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101676868,Yang Li,Spandidos,1
A5101676868,Yang Li,Taylor and Francis - Dove Press,1
A5101677632,Hui Li,Hindawi,1
A5101677637,Rui Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101679434,Hui Wang,Spandidos,1
A5101680913,Jing Zhao,Royal Society of Chemistry (RSC),1
A5101681014,Jing Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101681105,Peng Zhang,Hindawi,1
A5101681466,Jin Wang,Spandidos,1
A5101682898,Yi Wang,Hindawi,1
A5101682898,Yi Wang,Springer - Nature Publishing Group,1
A5101682898,Yi Wang,Taylor and Francis,1
A5101682950,Jun Liu,Hindawi,1
A5101684590,Hong Li,Optica (formerly Optical Society of America -OSA-),1
A5101685602,Nan Li,IOP Publishing,1
A5101688452,Tao Li,Hindawi,1
A5101688452,Tao Li,Wiley,1
A5101690168,Jing Zhao,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5101690323,Jing Yang,Elsevier,1
A5101691725,Bin Wang,Taylor and Francis,1
A5101693490,Ming Li,Springer,1
A5101693947,Fang Wang,Elsevier,1
A5101694878,Jun Li,Hindawi,1
A5101695655,Jing Zhang,Hindawi,1
A5101696593,Rui Wang,Hindawi,1
A5101697202,Ying Wang,Hindawi,1
A5101703841,Yan Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101706896,Tao Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101706896,Tao Liu,Springer,1
A5101711605,Jing Wang,ASTM International,2
A5101711826,Jie Zhang,Elsevier,1
A5101714747,H. Zhong,International Union of Crystallography,34
A5101715046,Ali Nazari,Springer,1
A5101716192,Min Zhang,PLoS,1
A5101717809,Dan Li,IOS Press (bought by Sage November 2023),1
A5101718578,Yan Zhang,Springer,1
A5101720958,Jing Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101721480,Jun Chen,Hindawi,1
A5101723469,Xin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101723568,Ying Zhang,Taylor and Francis,1
A5101725885,Yu Zhang,Hindawi,1
A5101727067,Hao Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101730287,Jie Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101731118,Yan Li,IOP Publishing,1
A5101738160,Qi Wang,Springer - Biomed Central (BMC),1
A5101742727,Li Juan,Elsevier,1
A5101743303,Feng Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101743572,Bin Wang,PLoS,1
A5101743921,Yan Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101744646,Jie Chen,Wiley,1
A5101745924,Lei Wang,Hindawi,1
A5101748041,Jing Wang,IOS Press (bought by Sage November 2023),1
A5101748458,Tao Zhang,Hindawi,1
A5101748981,Yan Li,Elsevier,1
A5101748981,Yan Li,Hindawi,1
A5101750692,Rui Zhang,Springer,1
A5101753954,Zhang Bo,Springer,1
A5101753955,Bo Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101757005,Tao Liu,Hindawi,1
A5101758261,Wei Zhang,Taylor and Francis,1
A5101758904,Yan Chen,Hindawi,1
A5101758984,Jing Zhang,Hindawi,1
A5101759661,Bo Zhang,Wiley,1
A5101759670,Wei Liu,Springer,1
A5101761642,Wei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101763645,Jian Zhang,Hindawi,1
A5101763665,Qian Li,SAGE Publications,1
A5101763665,Qian Li,Springer,1
A5101765379,Jun Yang,Spandidos,1
A5101766670,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101770332,Wei Li,Canadian Science Publishing,1
A5101770872,Yi Wang,Portland Press,1
A5101771857,Qian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101772016,Liu Ying,IOS Press (bought by Sage November 2023),1
A5101776487,Jie Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101777880,Min Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101785717,Wei Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101786234,Tao Wang,Springer,1
A5101789244,Jing Zhao,Hindawi,1
A5101790171,Jie Chen,Wiley,1
A5101790254,Yan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101790494,Qi Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101791479,Hong Wang,Springer,1
A5101792540,Yi Zhang,Hindawi,1
A5101793453,Yan Chen,Hindawi,1
A5101795782,Hui Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101798871,Ping Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101801469,Ying Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5101801472,Ying Li,Elsevier,1
A5101802140,Hongquan Chen,Royal Society of Chemistry (RSC),1
A5101802385,Jing Li,Elsevier,1
A5101805939,Bin Wang,IOS Press (bought by Sage November 2023),1
A5101808099,Yu Wang,Hindawi,1
A5101809565,Xin Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101809583,Jun Wang,BioMed Central (BMC),1
A5101811219,Min Zhang,PLoS,1
A5101812357,Jian Li,Hindawi,2
A5101814183,Xin Wang,Wiley,1
A5101814840,Yan Li,Elsevier,1
A5101815136,Hui Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101816531,Lin Wang,Hindawi,1
A5101818842,Lei Liu,Hindawi,1
A5101819941,Yan Liu,Hindawi,1
A5101820456,Yang Liu,Elsevier,1
A5101820930,Hui Li,Wiley,1
A5101820932,Hui Li,Springer,1
A5101829092,Lei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101829311,Jin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101830011,Hui Liu,Hindawi,1
A5101830509,Hui Li,Wiley,1
A5101833024,Hui Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101835221,Qian Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101841508,Hao Wang,EDP Sciences,1
A5101841825,Wei Zhao,Hindawi,1
A5101842461,Hong Wang,Association for Computing Machinery (ACM),1
A5101844896,Yu Zhang,PLoS,1
A5101846976,Jun Yang,Elsevier,1
A5101851212,Jin Wang,SAGE Publications,1
A5101852320,Jing Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5101855430,Hong Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101860413,Chen Jun,Elsevier,1
A5101860413,Chen Jun,Springer,1
A5101860830,Chao Wang,IOS Press (bought by Sage November 2023),1
A5101861850,Lei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5101868642,Liang Wang,Hindawi,1
A5101869288,Hong Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5101870488,Yu Wang,Springer - Biomed Central (BMC),1
A5101870787,Yang Liu,Wiley,1
A5101871331,Wei Zhang,The Japan Institute of Metals and Materials,1
