openalex_author_id,author,reason,unique_retracted_papers
A5100699829,Wei Zhang,Upgrade/Update of Prior Notice(s),1
A5100699976,Jing Zhang,Date of Article and/or Notice Unknown,1
A5100699976,Jing Zhang,Notice - Limited or No Information,1
A5100699976,Jing Zhang,Removed,1
A5100699976,Jing Zhang,Retract and Replace,1
A5100699977,Jing Zhang,Compromised Peer Review,1
A5100699977,Jing Zhang,Paper Mill,1
A5100699977,Jing Zhang,Unreliable Results and/or Conclusions,1
A5100699981,Jing Zhang,Compromised Peer Review,1
A5100699981,Jing Zhang,Paper Mill,1
A5100699981,Jing Zhang,Unreliable Results and/or Conclusions,1
A5100702595,Ling Wang,Compromised Peer Review,1
A5100702595,Ling Wang,Paper Mill,1
A5100702595,Ling Wang,Unreliable Results and/or Conclusions,1
A5100703011,Xin Li,Concerns/Issues about Peer Review,1
A5100703011,Xin Li,Objections by Author(s),1
A5100703074,Ping Wang,Duplication of/in Image,1
A5100703074,Ping Wang,Euphemisms for Duplication,1
A5100703074,Ping Wang,Objections by Author(s),1
A5100703074,Ping Wang,Unreliable Data,1
A5100703080,Hui Li,Concerns/Issues about Image,1
A5100703128,Yong Wang,Compromised Peer Review,1
A5100703131,Yong Wang,Author Unresponsive,1
A5100703131,Yong Wang,Concerns/Issues about Data,1
A5100703131,Yong Wang,Duplication of Data,1
A5100703131,Yong Wang,Euphemisms for Plagiarism,1
A5100703131,Yong Wang,Plagiarism of Data,1
A5100703131,Yong Wang,Upgrade/Update of Prior Notice(s),1
A5100703373,Wei Zhang,Notice - Limited or No Information,2
A5100703373,Wei Zhang,Breach of Policy by Author,1
A5100703373,Wei Zhang,Date of Article and/or Notice Unknown,1
A5100703493,Hui Zhang,Euphemisms for Plagiarism,1
A5100703493,Hui Zhang,Manipulation of Images,1
A5100703493,Hui Zhang,Plagiarism of Image,1
A5100703541,Wei Wang,Concerns/Issues about Peer Review,1
A5100703541,Wei Wang,Objections by Author(s),1
A5100703836,Ling Wang,Compromised Peer Review,1
A5100703836,Ling Wang,Concerns/Issues about Referencing/Attributions,1
A5100703836,Ling Wang,Rogue Editor,1
A5100703836,Ling Wang,Unreliable Results and/or Conclusions,1
A5100703840,Ling Wang,Concerns/Issues about Data,1
A5100703840,Ling Wang,Concerns/Issues about Peer Review,1
A5100703840,Ling Wang,Concerns/Issues about Referencing/Attributions,1
A5100703840,Ling Wang,Unreliable Results and/or Conclusions,1
A5100704177,Jin Zhang,Breach of Policy by Author,1
A5100704177,Jin Zhang,Date of Article and/or Notice Unknown,1
A5100704177,Jin Zhang,Notice - Limited or No Information,1
A5100704259,Xin Zhang,Breach of Policy by Author,1
A5100704259,Xin Zhang,Date of Article and/or Notice Unknown,1
A5100704259,Xin Zhang,Notice - Limited or No Information,1
A5100704992,Yang Wang,Concerns/Issues about Animal Welfare,1
A5100704992,Yang Wang,Duplication of/in Article,1
A5100704992,Yang Wang,Euphemisms for Duplication,1
A5100704992,Yang Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100704992,Yang Wang,Original Data and/or Images not Provided and/or not Available,1
A5100704992,Yang Wang,Unreliable Results and/or Conclusions,1
A5100705424,Jian Zhang,Concerns/Issues about Data,1
A5100705424,Jian Zhang,Concerns/Issues about Peer Review,1
A5100705424,Jian Zhang,Concerns/Issues about Referencing/Attributions,1
A5100705424,Jian Zhang,Unreliable Results and/or Conclusions,1
A5100705783,Yu Wang,Concerns/Issues about Image,1
A5100705783,Yu Wang,Original Data and/or Images not Provided and/or not Available,1
A5100705783,Yu Wang,Unreliable Results and/or Conclusions,1
A5100706289,Jinli Zhang,Notice - Limited or No Information,2
A5100706289,Jinli Zhang,Breach of Policy by Author,1
A5100706529,Rui Wang,Compromised Peer Review,1
A5100706529,Rui Wang,Paper Mill,1
A5100707081,Ying Wang,Duplication of Content through Error by Journal/Publisher,1
A5100707101,Yu Zhang,Compromised Peer Review,1
A5100707101,Yu Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100707101,Yu Zhang,Concerns/Issues about Referencing/Attributions,1
A5100707101,Yu Zhang,Concerns/Issues about Third Party Involvement,1
A5100707101,Yu Zhang,Paper Mill,1
A5100707101,Yu Zhang,Unreliable Results and/or Conclusions,1
A5100707577,Wang Jing,Compromised Peer Review,1
A5100707577,Wang Jing,Unreliable Results and/or Conclusions,1
A5100707577,Wang Jing,Upgrade/Update of Prior Notice(s),1
A5100707750,Yu Zhang,Date of Article and/or Notice Unknown,1
A5100707750,Yu Zhang,Notice - Limited or No Information,1
A5100707750,Yu Zhang,Removed,1
A5100707955,Hui Li,Compromised Peer Review,1
A5100707955,Hui Li,Paper Mill,1
A5100707955,Hui Li,Unreliable Results and/or Conclusions,1
A5100708580,Yan Li,Unreliable Results and/or Conclusions,3
A5100708580,Yan Li,Euphemisms for Plagiarism,2
A5100708580,Yan Li,Author Unresponsive,1
A5100708580,Yan Li,Duplication of/in Image,1
A5100708580,Yan Li,Paper Mill,1
A5100708580,Yan Li,Plagiarism of Data,1
A5100708580,Yan Li,Plagiarism of Image,1
A5100708580,Yan Li,Unreliable Data,1
A5100708680,Yong Zhang,Concerns/Issues about Data,1
A5100708680,Yong Zhang,Concerns/Issues about Image,1
A5100708680,Yong Zhang,Investigation by Company/Institution,1
A5100708680,Yong Zhang,Lack of Approval from Author,1
A5100708680,Yong Zhang,Misconduct by Author,1
A5100709844,Dan Wang,Concerns/Issues about Data,1
A5100709844,Dan Wang,Informed/Patient Consent - None/Withdrawn,1
A5100709844,Dan Wang,Lack of Approval from Company/Institution,1
A5100709844,Dan Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100709844,Dan Wang,Objections by Author(s),1
A5100710018,Ying Li,Notice - Limited or No Information,1
A5100710202,Jing Zhang,Concerns/Issues about Data,1
A5100710202,Jing Zhang,Duplication of/in Image,1
A5100710279,Jian Li,Computer-Aided Content or Computer-Generated Content,1
A5100710279,Jian Li,Concerns/Issues about Data,1
A5100710279,Jian Li,Concerns/Issues about Peer Review,1
A5100710279,Jian Li,Concerns/Issues about Referencing/Attributions,1
A5100710279,Jian Li,Concerns/Issues about Results and/or Conclusions,1
A5100710279,Jian Li,Date of Article and/or Notice Unknown,1
A5100710279,Jian Li,Duplication of/in Article,1
A5100710279,Jian Li,Notice - Limited or No Information,1
A5100710279,Jian Li,Paper Mill,1
A5100710279,Jian Li,Unreliable Results and/or Conclusions,1
A5100710906,Wei Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100710906,Wei Zhang,Unreliable Results and/or Conclusions,1
A5100711101,Qiang Li,Copyright Claims,1
A5100711101,Qiang Li,Notice - Limited or No Information,1
A5100711118,Qiang Li,Breach of Policy by Author,1
A5100711118,Qiang Li,Date of Article and/or Notice Unknown,1
A5100711118,Qiang Li,Notice - Limited or No Information,1
A5100711316,Yan Li,Duplication of/in Image,1
A5100711316,Yan Li,Paper Mill,1
A5100711847,Chen Jie,Author Unresponsive,1
A5100711847,Chen Jie,Compromised Peer Review,1
A5100711847,Chen Jie,Concerns/Issues about Authorship/Affiliation,1
A5100711847,Chen Jie,Concerns/Issues about Third Party Involvement,1
A5100711847,Chen Jie,Unreliable Results and/or Conclusions,1
A5100711847,Chen Jie,Upgrade/Update of Prior Notice(s),1
A5100711850,Jie Chen,Computer-Aided Content or Computer-Generated Content,1
A5100711850,Jie Chen,Concerns/Issues about Data,1
A5100711850,Jie Chen,Concerns/Issues about Peer Review,1
A5100711850,Jie Chen,Concerns/Issues about Referencing/Attributions,1
A5100711850,Jie Chen,Concerns/Issues about Results and/or Conclusions,1
A5100711850,Jie Chen,Informed/Patient Consent - None/Withdrawn,1
A5100711850,Jie Chen,Lack of IRB/IACUC Approval and/or Compliance,1
A5100711850,Jie Chen,Paper Mill,1
A5100711850,Jie Chen,Unreliable Results and/or Conclusions,1
A5100712373,Yan Chen,Compromised Peer Review,1
A5100712373,Yan Chen,Ethical Violations by Author,1
A5100712374,Yan Chen,Duplication of/in Image,1
A5100712374,Yan Chen,Paper Mill,1
A5100712374,Yan Chen,Unreliable Results and/or Conclusions,1
A5100712376,Yan Chen,Paper Mill,2
A5100712376,Yan Chen,Computer-Aided Content or Computer-Generated Content,1
A5100712376,Yan Chen,Concerns/Issues about Data,1
A5100712376,Yan Chen,Concerns/Issues about Peer Review,1
A5100712376,Yan Chen,Concerns/Issues about Referencing/Attributions,1
A5100712376,Yan Chen,Concerns/Issues about Results and/or Conclusions,1
A5100712376,Yan Chen,Duplication of/in Image,1
A5100712376,Yan Chen,Unreliable Results and/or Conclusions,1
A5100712378,Yan Chen,Concerns/Issues about Image,1
A5100712378,Yan Chen,Duplication of/in Image,1
A5100712378,Yan Chen,Euphemisms for Duplication,1
A5100712378,Yan Chen,Paper Mill,1
A5100712514,Chao Wang,Breach of Policy by Author,1
A5100712514,Chao Wang,Date of Article and/or Notice Unknown,1
A5100712514,Chao Wang,Notice - Limited or No Information,1
A5100713489,Min Li,Computer-Aided Content or Computer-Generated Content,1
A5100713489,Min Li,Concerns/Issues about Data,1
A5100713489,Min Li,Concerns/Issues about Peer Review,1
A5100713489,Min Li,Concerns/Issues about Referencing/Attributions,1
A5100713489,Min Li,Concerns/Issues about Results and/or Conclusions,1
A5100713489,Min Li,Informed/Patient Consent - None/Withdrawn,1
A5100713489,Min Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100713489,Min Li,Unreliable Results and/or Conclusions,1
A5100714117,Jian Wang,Breach of Policy by Author,1
A5100714117,Jian Wang,Notice - Limited or No Information,1
A5100714128,Jing Chen,Concerns/Issues about Data,3
A5100714128,Jing Chen,Original Data and/or Images not Provided and/or not Available,2
A5100714128,Jing Chen,Concerns/Issues about Image,1
A5100714128,Jing Chen,Concerns/Issues about Results and/or Conclusions,1
A5100714128,Jing Chen,Error in Image,1
A5100714128,Jing Chen,Euphemisms for Plagiarism,1
A5100714128,Jing Chen,Paper Mill,1
A5100714128,Jing Chen,Plagiarism of Image,1
A5100714128,Jing Chen,Unreliable Data,1
A5100714128,Jing Chen,Unreliable Results and/or Conclusions,1
A5100714129,Jing Chen,Date of Article and/or Notice Unknown,1
A5100714129,Jing Chen,Plagiarism of/in Article,1
A5100714218,Qi Wang,Date of Article and/or Notice Unknown,1
A5100714218,Qi Wang,Notice - Limited or No Information,1
A5100714218,Qi Wang,Removed,1
A5100714218,Qi Wang,Temporary Removal,1
A5100714578,Yang Wang,Falsification/Fabrication of Data,1
A5100714578,Yang Wang,Plagiarism of Image,1
A5100715317,Yong Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100715317,Yong Zhang,Concerns/Issues about Data,1
A5100715317,Yong Zhang,Concerns/Issues about Peer Review,1
A5100715317,Yong Zhang,Concerns/Issues about Referencing/Attributions,1
A5100715317,Yong Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100715317,Yong Zhang,Informed/Patient Consent - None/Withdrawn,1
A5100715317,Yong Zhang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100715317,Yong Zhang,Notice - Limited or No Information,1
A5100715317,Yong Zhang,Paper Mill,1
A5100715317,Yong Zhang,Removed,1
A5100715317,Yong Zhang,Unreliable Results and/or Conclusions,1
A5100715414,Hui Zhang,Compromised Peer Review,1
A5100715414,Hui Zhang,Paper Mill,1
A5100715414,Hui Zhang,Unreliable Results and/or Conclusions,1
A5100716051,Ying Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100716051,Ying Zhang,Concerns/Issues about Data,1
A5100716051,Ying Zhang,Concerns/Issues about Peer Review,1
A5100716051,Ying Zhang,Concerns/Issues about Referencing/Attributions,1
A5100716051,Ying Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100716051,Ying Zhang,Unreliable Results and/or Conclusions,1
A5100716709,Dan Wang,Concerns/Issues about Data,1
A5100716709,Dan Wang,Informed/Patient Consent - None/Withdrawn,1
A5100716709,Dan Wang,Upgrade/Update of Prior Notice(s),1
A5100716770,Wei Li,Computer-Aided Content or Computer-Generated Content,1
A5100716770,Wei Li,Concerns/Issues about Data,1
A5100716770,Wei Li,Concerns/Issues about Peer Review,1
A5100716770,Wei Li,Concerns/Issues about Referencing/Attributions,1
A5100716770,Wei Li,Concerns/Issues about Results and/or Conclusions,1
A5100716770,Wei Li,Paper Mill,1
A5100716770,Wei Li,Unreliable Results and/or Conclusions,1
A5100716772,Wei Li,Breach of Policy by Author,1
A5100716772,Wei Li,Date of Article and/or Notice Unknown,1
A5100716772,Wei Li,Notice - Limited or No Information,1
A5100716777,Wei Li,Compromised Peer Review,1
A5100716777,Wei Li,Removed,1
A5100716886,Ying Liu,Concerns/Issues about Data,1
A5100716886,Ying Liu,Objections by Author(s),1
A5100716886,Ying Liu,Paper Mill,1
A5100716886,Ying Liu,Unreliable Results and/or Conclusions,1
A5100717825,Yi Wang,Computer-Aided Content or Computer-Generated Content,1
A5100717825,Yi Wang,Concerns/Issues about Data,1
A5100717825,Yi Wang,Concerns/Issues about Peer Review,1
A5100717825,Yi Wang,Concerns/Issues about Referencing/Attributions,1
A5100717825,Yi Wang,Concerns/Issues about Results and/or Conclusions,1
A5100717825,Yi Wang,Informed/Patient Consent - None/Withdrawn,1
A5100717825,Yi Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100717825,Yi Wang,Paper Mill,1
A5100717825,Yi Wang,Unreliable Results and/or Conclusions,1
A5100717978,Jin Zhang,Notice - Limited or No Information,1
A5100718284,Xi Chen,Concerns/Issues about Data,1
A5100718284,Xi Chen,Concerns/Issues about Peer Review,1
A5100718284,Xi Chen,Concerns/Issues about Referencing/Attributions,1
A5100718284,Xi Chen,Unreliable Results and/or Conclusions,1
A5100718998,Wei Wang,Notice - Limited or No Information,1
A5100719016,Min Li,Compromised Peer Review,1
A5100719016,Min Li,Concerns/Issues about Referencing/Attributions,1
A5100719016,Min Li,Paper Mill,1
A5100719254,Wei Chen,Euphemisms for Plagiarism,1
A5100719254,Wei Chen,Plagiarism of/in Article,1
A5100719328,Lei Zhang,Notice - Limited or No Information,1
A5100719335,Jie Li,Concerns/Issues about Referencing/Attributions,3
A5100719335,Jie Li,Unreliable Results and/or Conclusions,3
A5100719335,Jie Li,Computer-Aided Content or Computer-Generated Content,2
A5100719335,Jie Li,Concerns/Issues about Data,2
A5100719335,Jie Li,Concerns/Issues about Peer Review,2
A5100719335,Jie Li,Concerns/Issues about Results and/or Conclusions,2
A5100719335,Jie Li,Compromised Peer Review,1
A5100719335,Jie Li,Concerns/Issues about Article,1
A5100719335,Jie Li,Paper Mill,1
A5100719335,Jie Li,Rogue Editor,1
A5100719808,Hao Chen,Duplication of/in Image,2
A5100719808,Hao Chen,Concerns/Issues about Image,1
A5100719808,Hao Chen,Concerns/Issues about Third Party Involvement,1
A5100719808,Hao Chen,Error in Image,1
A5100719808,Hao Chen,Error in Results and/or Conclusions,1
A5100719808,Hao Chen,Euphemisms for Duplication,1
A5100719808,Hao Chen,Unreliable Data,1
A5100719808,Hao Chen,Unreliable Results and/or Conclusions,1
A5100720060,Jing Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100720060,Jing Zhang,Concerns/Issues about Data,1
A5100720060,Jing Zhang,Concerns/Issues about Peer Review,1
A5100720060,Jing Zhang,Concerns/Issues about Referencing/Attributions,1
A5100720060,Jing Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100720060,Jing Zhang,Paper Mill,1
A5100720060,Jing Zhang,Unreliable Results and/or Conclusions,1
A5100720490,Gang Wang,Compromised Peer Review,1
A5100720766,Qiang Li,Compromised Peer Review,1
A5100720766,Qiang Li,Concerns/Issues about Article,1
A5100720766,Qiang Li,Concerns/Issues about Peer Review,1
A5100720766,Qiang Li,Objections by Author(s),1
A5100720766,Qiang Li,Rogue Editor,1
A5100720766,Qiang Li,Unreliable Results and/or Conclusions,1
A5100721167,Chao Wang,Compromised Peer Review,1
A5100721167,Chao Wang,Concerns/Issues about Referencing/Attributions,1
A5100721167,Chao Wang,Paper Mill,1
A5100721619,Yi Wang,Concerns/Issues about Image,1
A5100721619,Yi Wang,Duplication of/in Image,1
A5100721619,Yi Wang,Original Data and/or Images not Provided and/or not Available,1
A5100721619,Yi Wang,Unreliable Results and/or Conclusions,1
A5100721699,Xi Chen,Notice - Limited or No Information,1
A5100721699,Xi Chen,Removed,1
A5100721764,Min Wang,Concerns/Issues about Data,1
A5100721764,Min Wang,Concerns/Issues about Peer Review,1
A5100721764,Min Wang,Concerns/Issues about Referencing/Attributions,1
A5100721764,Min Wang,Unreliable Results and/or Conclusions,1
A5100721766,Min Wang,Duplication of/in Article,1
A5100722246,Jie Zhang,Compromised Peer Review,1
A5100722246,Jie Zhang,Paper Mill,1
A5100722246,Jie Zhang,Unreliable Results and/or Conclusions,1
A5100722310,Wei Liu,Notice - Limited or No Information,1
A5100722569,Jun Chen,Breach of Policy by Author,1
A5100722569,Jun Chen,Notice - Limited or No Information,1
A5100722789,Bin Liu,Duplication of/in Article,1
A5100722789,Bin Liu,Euphemisms for Duplication,1
A5100722980,Wei Zhao,Concerns/Issues about Data,1
A5100722980,Wei Zhao,Concerns/Issues about Results and/or Conclusions,1
A5100722980,Wei Zhao,Concerns/Issues about Third Party Involvement,1
A5100722980,Wei Zhao,Euphemisms for Plagiarism,1
A5100722980,Wei Zhao,Paper Mill,1
A5100722980,Wei Zhao,Plagiarism of/in Article,1
A5100722980,Wei Zhao,Unreliable Results and/or Conclusions,1
A5100723045,Yan Li,Computer-Aided Content or Computer-Generated Content,1
A5100723045,Yan Li,Concerns/Issues about Data,1
A5100723045,Yan Li,Concerns/Issues about Peer Review,1
A5100723045,Yan Li,Concerns/Issues about Referencing/Attributions,1
A5100723045,Yan Li,Concerns/Issues about Results and/or Conclusions,1
A5100723045,Yan Li,Paper Mill,1
A5100723045,Yan Li,Unreliable Results and/or Conclusions,1
A5100723246,Wei Wang,Author Unresponsive,1
A5100723246,Wei Wang,Concerns/Issues about Data,1
A5100723246,Wei Wang,Duplication of Data,1
A5100723246,Wei Wang,Unreliable Data,1
A5100723310,Yan Li,Compromised Peer Review,1
A5100724709,Yang Wang,Breach of Policy by Author,1
A5100724709,Yang Wang,Date of Article and/or Notice Unknown,1
A5100724709,Yang Wang,Notice - Limited or No Information,1
A5100725601,Jing Liu,Compromised Peer Review,1
A5100725601,Jing Liu,Paper Mill,1
A5100725601,Jing Liu,Unreliable Results and/or Conclusions,1
A5100725736,Zhang Bin,Compromised Peer Review,1
A5100725736,Zhang Bin,Paper Mill,1
A5100725736,Zhang Bin,Unreliable Results and/or Conclusions,1
A5100726190,Jing Li,Compromised Peer Review,1
A5100726408,Wei Wang,Notice - Limited or No Information,2
A5100726586,Ying Wang,Computer-Aided Content or Computer-Generated Content,1
