openalex_author_id,author,reason,unique_retracted_papers
A5100351982,Lin Zhang,Concerns/Issues about Data,1
A5100351982,Lin Zhang,Paper Mill,1
A5100351982,Lin Zhang,Unreliable Results and/or Conclusions,1
A5100352534,Jun Wang,Duplication of/in Article,1
A5100352903,Ming Li,Notice - Limited or No Information,1
A5100353471,Hao Chen,Computer-Aided Content or Computer-Generated Content,2
A5100353471,Hao Chen,Concerns/Issues about Data,2
A5100353471,Hao Chen,Concerns/Issues about Peer Review,2
A5100353471,Hao Chen,Concerns/Issues about Referencing/Attributions,2
A5100353471,Hao Chen,Concerns/Issues about Results and/or Conclusions,2
A5100353471,Hao Chen,Unreliable Results and/or Conclusions,2
A5100353471,Hao Chen,Paper Mill,1
A5100353481,Hao Chen,Concerns/Issues about Data,1
A5100353481,Hao Chen,Concerns/Issues about Image,1
A5100353481,Hao Chen,Concerns/Issues about Third Party Involvement,1
A5100353481,Hao Chen,Error in Data,1
A5100353481,Hao Chen,Unreliable Results and/or Conclusions,1
A5100353481,Hao Chen,Upgrade/Update of Prior Notice(s),1
A5100353528,Hao Chen,Error in Analyses,1
A5100353528,Hao Chen,Error in Methods,1
A5100353528,Hao Chen,Unreliable Results and/or Conclusions,1
A5100353533,Hao Chen,Author Unresponsive,1
A5100353533,Hao Chen,Concerns/Issues about Data,1
A5100353533,Hao Chen,Duplication of/in Image,1
A5100353533,Hao Chen,Original Data and/or Images not Provided and/or not Available,1
A5100353533,Hao Chen,Paper Mill,1
A5100353545,Hao Chen,Concerns/Issues about Data,1
A5100353545,Hao Chen,Date of Article and/or Notice Unknown,1
A5100353545,Hao Chen,Original Data and/or Images not Provided and/or not Available,1
A5100353545,Hao Chen,Unreliable Results and/or Conclusions,1
A5100353584,Hao Chen,Ethical Violations by Author,1
A5100353584,Hao Chen,Falsification/Fabrication of Data,1
A5100353584,Hao Chen,Plagiarism of Data,1
A5100353596,Hao Chen,Duplication of Content through Error by Journal/Publisher,1
A5100353612,Hao Chen,Duplication of/in Image,1
A5100353612,Hao Chen,Unreliable Data,1
A5100353625,Hao Chen,Breach of Policy by Author,1
A5100353625,Hao Chen,Notice - Limited or No Information,1
A5100353663,Hao Chen,Concerns/Issues about Data,2
A5100353663,Hao Chen,Computer-Aided Content or Computer-Generated Content,1
A5100353663,Hao Chen,Concerns/Issues about Human Subject Welfare,1
A5100353663,Hao Chen,Concerns/Issues about Peer Review,1
A5100353663,Hao Chen,Concerns/Issues about Referencing/Attributions,1
A5100353663,Hao Chen,Concerns/Issues about Results and/or Conclusions,1
A5100353663,Hao Chen,Conflict of Interest,1
A5100353663,Hao Chen,Duplication of/in Image,1
A5100353663,Hao Chen,Error in Image,1
A5100353663,Hao Chen,Euphemisms for Duplication,1
A5100353663,Hao Chen,Lack of IRB/IACUC Approval and/or Compliance,1
A5100353663,Hao Chen,Paper Mill,1
A5100353663,Hao Chen,Unreliable Data,1
A5100353663,Hao Chen,Unreliable Results and/or Conclusions,1
A5100353666,Hao Chen,Computer-Aided Content or Computer-Generated Content,1
A5100353666,Hao Chen,Concerns/Issues about Data,1
A5100353666,Hao Chen,Concerns/Issues about Peer Review,1
A5100353666,Hao Chen,Concerns/Issues about Referencing/Attributions,1
A5100353666,Hao Chen,Concerns/Issues about Results and/or Conclusions,1
A5100353666,Hao Chen,Paper Mill,1
A5100353666,Hao Chen,Unreliable Results and/or Conclusions,1
A5100353673,Hao Chen,Unreliable Results and/or Conclusions,7
A5100353673,Hao Chen,Duplication of/in Image,5
A5100353673,Hao Chen,Concerns/Issues about Data,3
A5100353673,Hao Chen,Euphemisms for Duplication,3
A5100353673,Hao Chen,Unreliable Data,3
A5100353673,Hao Chen,Author Unresponsive,2
A5100353673,Hao Chen,Compromised Peer Review,2
A5100353673,Hao Chen,Concerns/Issues about Image,2
A5100353673,Hao Chen,Paper Mill,2
A5100353673,Hao Chen,Concerns/Issues about Authorship/Affiliation,1
A5100353673,Hao Chen,Concerns/Issues about Peer Review,1
A5100353673,Hao Chen,Concerns/Issues about Referencing/Attributions,1
A5100353673,Hao Chen,Concerns/Issues about Third Party Involvement,1
A5100353673,Hao Chen,Conflict of Interest,1
A5100353673,Hao Chen,Duplication of Data,1
A5100353673,Hao Chen,Error in Image,1
A5100353748,Xin Li,Concerns/Issues about Results and/or Conclusions,2
A5100353748,Xin Li,Concerns/Issues about Data,1
A5100353748,Xin Li,Concerns/Issues about Peer Review,1
A5100353748,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100353748,Xin Li,Duplication of/in Image,1
A5100353748,Xin Li,Error in Image,1
A5100353748,Xin Li,Error in Text,1
A5100353748,Xin Li,Unreliable Results and/or Conclusions,1
A5100353759,Xin Li,Computer-Aided Content or Computer-Generated Content,1
A5100353759,Xin Li,Concerns/Issues about Data,1
A5100353759,Xin Li,Concerns/Issues about Peer Review,1
A5100353759,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100353759,Xin Li,Concerns/Issues about Results and/or Conclusions,1
A5100353759,Xin Li,Informed/Patient Consent - None/Withdrawn,1
A5100353759,Xin Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100353759,Xin Li,Unreliable Results and/or Conclusions,1
A5100353761,Xin Li,Concerns/Issues about Peer Review,1
A5100353761,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100353761,Xin Li,Unreliable Results and/or Conclusions,1
A5100353767,Xin Li,Duplication of Content through Error by Journal/Publisher,1
A5100353780,Xin Li,Concerns/Issues about Referencing/Attributions,3
A5100353780,Xin Li,Unreliable Results and/or Conclusions,3
A5100353780,Xin Li,Compromised Peer Review,2
A5100353780,Xin Li,Concerns/Issues about Peer Review,2
A5100353780,Xin Li,Author Unresponsive,1
A5100353780,Xin Li,Computer-Aided Content or Computer-Generated Content,1
A5100353780,Xin Li,Concerns/Issues about Article,1
A5100353780,Xin Li,Concerns/Issues about Authorship/Affiliation,1
A5100353780,Xin Li,Concerns/Issues about Data,1
A5100353780,Xin Li,Concerns/Issues about Third Party Involvement,1
A5100353780,Xin Li,Notice - Limited or No Information,1
A5100353780,Xin Li,Paper Mill,1
A5100353780,Xin Li,Rogue Editor,1
A5100353833,Xin Li,Compromised Peer Review,1
A5100353833,Xin Li,Computer-Aided Content or Computer-Generated Content,1
A5100353833,Xin Li,Concerns/Issues about Authorship/Affiliation,1
A5100353833,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100353833,Xin Li,Concerns/Issues about Third Party Involvement,1
A5100353833,Xin Li,Paper Mill,1
A5100353833,Xin Li,Unreliable Results and/or Conclusions,1
A5100353891,Xin Li,Concerns/Issues about Data,3
A5100353891,Xin Li,Concerns/Issues about Image,3
A5100353891,Xin Li,Original Data and/or Images not Provided and/or not Available,2
A5100353891,Xin Li,Unreliable Results and/or Conclusions,2
A5100353891,Xin Li,Cites Retracted Work,1
A5100353891,Xin Li,Duplication of/in Image,1
A5100353891,Xin Li,Paper Mill,1
A5100353891,Xin Li,Results Not Reproducible,1
A5100353891,Xin Li,Upgrade/Update of Prior Notice(s),1
A5100353906,Xin Li,Compromised Peer Review,1
A5100353906,Xin Li,Computer-Aided Content or Computer-Generated Content,1
A5100353906,Xin Li,Concerns/Issues about Data,1
A5100353906,Xin Li,Concerns/Issues about Peer Review,1
A5100353906,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100353906,Xin Li,Concerns/Issues about Results and/or Conclusions,1
A5100353906,Xin Li,Paper Mill,1
A5100353906,Xin Li,Unreliable Results and/or Conclusions,1
A5100353909,Xin Li,Concerns/Issues about Data,1
A5100353909,Xin Li,Unreliable Results and/or Conclusions,1
A5100353939,Xin Li,Compromised Peer Review,2
A5100353939,Xin Li,Concerns/Issues about Authorship/Affiliation,1
A5100353939,Xin Li,Concerns/Issues about Third Party Involvement,1
A5100353939,Xin Li,Falsification/Fabrication of Image,1
A5100353939,Xin Li,Manipulation of Images,1
A5100353939,Xin Li,Original Data and/or Images not Provided and/or not Available,1
A5100353939,Xin Li,Paper Mill,1
A5100353939,Xin Li,Unreliable Data,1
A5100353939,Xin Li,Unreliable Results and/or Conclusions,1
A5100353948,Xin Li,Duplication of Data,1
A5100353978,Xin Li,Computer-Aided Content or Computer-Generated Content,1
A5100353978,Xin Li,Concerns/Issues about Data,1
A5100353978,Xin Li,Concerns/Issues about Peer Review,1
A5100353978,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100353978,Xin Li,Concerns/Issues about Results and/or Conclusions,1
A5100353978,Xin Li,Paper Mill,1
A5100353978,Xin Li,Unreliable Results and/or Conclusions,1
A5100353983,Xin Li,Author Unresponsive,1
A5100353983,Xin Li,Concerns/Issues about Data,1
A5100353983,Xin Li,Duplication of Data,1
A5100353983,Xin Li,Euphemisms for Duplication,1
A5100353983,Xin Li,Euphemisms for Plagiarism,1
A5100353983,Xin Li,Plagiarism of Data,1
A5100353997,Xin Li,Concerns/Issues about Peer Review,2
A5100353997,Xin Li,Computer-Aided Content or Computer-Generated Content,1
A5100353997,Xin Li,Concerns/Issues about Data,1
A5100353997,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100353997,Xin Li,Concerns/Issues about Results and/or Conclusions,1
A5100353997,Xin Li,Paper Mill,1
A5100353997,Xin Li,Unreliable Results and/or Conclusions,1
A5100354007,Xin Li,Plagiarism of/in Article,1
A5100354018,Xin Li,Unreliable Results and/or Conclusions,5
A5100354018,Xin Li,Concerns/Issues about Data,3
A5100354018,Xin Li,Concerns/Issues about Results and/or Conclusions,3
A5100354018,Xin Li,Duplication of/in Image,3
A5100354018,Xin Li,Paper Mill,3
A5100354018,Xin Li,Computer-Aided Content or Computer-Generated Content,2
A5100354018,Xin Li,Concerns/Issues about Peer Review,2
A5100354018,Xin Li,Concerns/Issues about Referencing/Attributions,2
A5100354018,Xin Li,Compromised Peer Review,1
A5100354018,Xin Li,Contamination of Cell Lines/Tissues,1
A5100354018,Xin Li,Euphemisms for Duplication,1
A5100354018,Xin Li,Informed/Patient Consent - None/Withdrawn,1
A5100354018,Xin Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100354018,Xin Li,Original Data and/or Images not Provided and/or not Available,1
A5100354018,Xin Li,Unreliable Data,1
A5100354018,Xin Li,Upgrade/Update of Prior Notice(s),1
A5100354049,Xin Li,Compromised Peer Review,1
A5100354049,Xin Li,Concerns/Issues about Data,1
A5100354049,Xin Li,Concerns/Issues about Peer Review,1
A5100354049,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100354049,Xin Li,Concerns/Issues about Results and/or Conclusions,1
A5100354049,Xin Li,Informed/Patient Consent - None/Withdrawn,1
A5100354049,Xin Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100354049,Xin Li,Objections by Author(s),1
A5100354049,Xin Li,Unreliable Results and/or Conclusions,1
A5100354056,Xin Li,Concerns/Issues about Peer Review,1
A5100354056,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100354056,Xin Li,Unreliable Results and/or Conclusions,1
A5100354067,Xin Li,Error in Methods,1
A5100354067,Xin Li,Unreliable Results and/or Conclusions,1
A5100354077,Xin Li,Notice - Limited or No Information,1
A5100354091,Xin Li,Breach of Policy by Author,1
A5100354091,Xin Li,Date of Article and/or Notice Unknown,1
A5100354091,Xin Li,Notice - Limited or No Information,1
A5100354096,Xin Li,Author Unresponsive,1
A5100354096,Xin Li,Concerns/Issues about Authorship/Affiliation,1
A5100354096,Xin Li,Concerns/Issues about Data,1
A5100354096,Xin Li,Concerns/Issues about Human Subject Welfare,1
A5100354096,Xin Li,Concerns/Issues about Methods,1
A5100354096,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5100354096,Xin Li,Error in Methods,1
A5100354543,Yang Zhang,Concerns/Issues about Data,2
A5100354543,Yang Zhang,Concerns/Issues about Peer Review,2
A5100354543,Yang Zhang,Concerns/Issues about Referencing/Attributions,2
A5100354543,Yang Zhang,Concerns/Issues about Results and/or Conclusions,2
A5100354543,Yang Zhang,Unreliable Results and/or Conclusions,2
A5100354543,Yang Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100354543,Yang Zhang,Informed/Patient Consent - None/Withdrawn,1
A5100354543,Yang Zhang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100354543,Yang Zhang,Paper Mill,1
A5100354547,Yang Zhang,Duplication of/in Image,1
A5100354547,Yang Zhang,Original Data and/or Images not Provided and/or not Available,1
A5100354547,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354550,Yang Zhang,Compromised Peer Review,1
A5100354550,Yang Zhang,Notice - Limited or No Information,1
A5100354550,Yang Zhang,Rogue Editor,1
A5100354550,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354579,Yang Zhang,Author Unresponsive,1
A5100354579,Yang Zhang,Duplication of Data,1
A5100354579,Yang Zhang,Duplication of/in Image,1
A5100354601,Yang Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100354601,Yang Zhang,Concerns/Issues about Data,1
A5100354601,Yang Zhang,Concerns/Issues about Human Subject Welfare,1
A5100354601,Yang Zhang,Concerns/Issues about Peer Review,1
A5100354601,Yang Zhang,Concerns/Issues about Referencing/Attributions,1
A5100354601,Yang Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100354601,Yang Zhang,Date of Article and/or Notice Unknown,1
A5100354601,Yang Zhang,Informed/Patient Consent - None/Withdrawn,1
A5100354601,Yang Zhang,Notice - Limited or No Information,1
A5100354601,Yang Zhang,Paper Mill,1
A5100354601,Yang Zhang,Removed,1
A5100354601,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354611,Yang Zhang,Breach of Policy by Author,1
A5100354611,Yang Zhang,Date of Article and/or Notice Unknown,1
A5100354611,Yang Zhang,Notice - Limited or No Information,1
A5100354612,Yang Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100354612,Yang Zhang,Concerns/Issues about Data,1
A5100354612,Yang Zhang,Concerns/Issues about Peer Review,1
A5100354612,Yang Zhang,Concerns/Issues about Referencing/Attributions,1
A5100354612,Yang Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100354612,Yang Zhang,Paper Mill,1
A5100354612,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354626,Yang Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100354626,Yang Zhang,Concerns/Issues about Data,1
A5100354626,Yang Zhang,Concerns/Issues about Peer Review,1
A5100354626,Yang Zhang,Concerns/Issues about Referencing/Attributions,1
A5100354626,Yang Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100354626,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354630,Yang Zhang,Duplication of/in Image,1
A5100354630,Yang Zhang,Manipulation of Images,1
A5100354630,Yang Zhang,Unreliable Data,1
A5100354636,Yang Zhang,Author Unresponsive,1
A5100354636,Yang Zhang,Concerns/Issues about Data,1
A5100354636,Yang Zhang,Euphemisms for Plagiarism,1
A5100354636,Yang Zhang,Plagiarism of Data,1
A5100354637,Yang Zhang,False/Forged Authorship,1
A5100354637,Yang Zhang,Lack of Approval from Third Party,1
A5100354637,Yang Zhang,Misconduct by Author,1
A5100354648,Yang Zhang,Concerns/Issues about Data,1
A5100354648,Yang Zhang,Concerns/Issues about Peer Review,1
A5100354648,Yang Zhang,Concerns/Issues about Referencing/Attributions,1
A5100354648,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354659,Yang Zhang,Concerns/Issues about Data,2
A5100354659,Yang Zhang,Concerns/Issues about Image,1
A5100354659,Yang Zhang,Concerns/Issues about Peer Review,1
A5100354659,Yang Zhang,Concerns/Issues about Referencing/Attributions,1
A5100354659,Yang Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100354659,Yang Zhang,False/Forged Authorship,1
A5100354659,Yang Zhang,Lack of Approval from Author,1
A5100354659,Yang Zhang,Original Data and/or Images not Provided and/or not Available,1
A5100354659,Yang Zhang,Paper Mill,1
A5100354659,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354669,Yang Zhang,Duplication of/in Image,2
A5100354669,Yang Zhang,Concerns/Issues about Data,1
A5100354669,Yang Zhang,Copyright Claims,1
A5100354669,Yang Zhang,Paper Mill,1
A5100354669,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354674,Yang Zhang,Unreliable Results and/or Conclusions,2
A5100354674,Yang Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100354674,Yang Zhang,Concerns/Issues about Data,1
A5100354674,Yang Zhang,Concerns/Issues about Peer Review,1
A5100354674,Yang Zhang,Concerns/Issues about Referencing/Attributions,1
A5100354674,Yang Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100354674,Yang Zhang,Duplication of/in Image,1
A5100354674,Yang Zhang,Error in Methods,1
A5100354674,Yang Zhang,Paper Mill,1
A5100354674,Yang Zhang,Results Not Reproducible,1
A5100354713,Yang Zhang,Breach of Policy by Author,1
A5100354713,Yang Zhang,Date of Article and/or Notice Unknown,1
A5100354713,Yang Zhang,Notice - Limited or No Information,1
A5100354722,Yang Zhang,Concerns/Issues about Data,1
A5100354722,Yang Zhang,Concerns/Issues about Peer Review,1
A5100354722,Yang Zhang,Concerns/Issues about Referencing/Attributions,1
A5100354722,Yang Zhang,Unreliable Results and/or Conclusions,1
A5100354725,Yang Zhang,Concerns/Issues about Third Party Involvement,1
A5100354725,Yang Zhang,Contamination of Cell Lines/Tissues,1
A5100354725,Yang Zhang,Duplication of/in Image,1
A5100354725,Yang Zhang,Paper Mill,1
A5100354730,Yang Zhang,Concerns/Issues about Data,1
A5100354730,Yang Zhang,Duplication of/in Image,1
A5100354730,Yang Zhang,Paper Mill,1
A5100355322,Xiaogang Li,Notice - Limited or No Information,1
A5100355634,Yang Liu,Error in Methods,1
A5100355634,Yang Liu,Results Not Reproducible,1
A5100355634,Yang Liu,Unreliable Results and/or Conclusions,1
A5100355646,Yang Liu,Breach of Policy by Author,1
A5100355646,Yang Liu,Concerns/Issues about Data,1
A5100355646,Yang Liu,Date of Article and/or Notice Unknown,1
A5100355646,Yang Liu,Duplication of/in Image,1
A5100355646,Yang Liu,Notice - Limited or No Information,1
A5100355668,Yang Liu,Computer-Aided Content or Computer-Generated Content,1
A5100355668,Yang Liu,Concerns/Issues about Data,1
A5100355668,Yang Liu,Concerns/Issues about Peer Review,1
A5100355668,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100355668,Yang Liu,Concerns/Issues about Results and/or Conclusions,1
A5100355668,Yang Liu,Paper Mill,1
A5100355668,Yang Liu,Unreliable Results and/or Conclusions,1
A5100355692,Yang Liu,Unreliable Results and/or Conclusions,2
A5100355692,Yang Liu,Concerns/Issues about Data,1
A5100355692,Yang Liu,Concerns/Issues about Human Subject Welfare,1
A5100355692,Yang Liu,Concerns/Issues about Peer Review,1
A5100355692,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100355692,Yang Liu,Error in Data,1
A5100355692,Yang Liu,Error in Image,1
A5100355692,Yang Liu,Error in Methods,1
A5100355692,Yang Liu,Error in Results and/or Conclusions,1
A5100355692,Yang Liu,Error in Text,1
A5100355692,Yang Liu,Euphemisms for Plagiarism,1
A5100355692,Yang Liu,Lack of IRB/IACUC Approval and/or Compliance,1
A5100355692,Yang Liu,Plagiarism of/in Article,1
A5100355723,Yang Liu,Computer-Aided Content or Computer-Generated Content,1
A5100355723,Yang Liu,Concerns/Issues about Data,1
A5100355723,Yang Liu,Concerns/Issues about Peer Review,1
A5100355723,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100355723,Yang Liu,Concerns/Issues about Results and/or Conclusions,1
A5100355723,Yang Liu,Informed/Patient Consent - None/Withdrawn,1
A5100355723,Yang Liu,Lack of IRB/IACUC Approval and/or Compliance,1
A5100355723,Yang Liu,Paper Mill,1
A5100355723,Yang Liu,Unreliable Results and/or Conclusions,1
A5100355734,Yang Liu,Author Unresponsive,1
A5100355734,Yang Liu,Concerns/Issues about Data,1
A5100355734,Yang Liu,Concerns/Issues about Image,1
A5100355734,Yang Liu,Duplication of Data,1
A5100355734,Yang Liu,Duplication of/in Image,1
A5100355734,Yang Liu,Euphemisms for Duplication,1
A5100355734,Yang Liu,Unreliable Data,1
A5100355739,Yang Liu,Computer-Aided Content or Computer-Generated Content,2
A5100355739,Yang Liu,Concerns/Issues about Data,2
A5100355739,Yang Liu,Concerns/Issues about Peer Review,2
A5100355739,Yang Liu,Concerns/Issues about Referencing/Attributions,2
A5100355739,Yang Liu,Concerns/Issues about Results and/or Conclusions,2
A5100355739,Yang Liu,Paper Mill,2
A5100355739,Yang Liu,Unreliable Results and/or Conclusions,2
A5100355742,Yang Liu,Breach of Policy by Author,1
A5100355742,Yang Liu,Date of Article and/or Notice Unknown,1
A5100355742,Yang Liu,Notice - Limited or No Information,1
A5100355756,Yang Liu,Euphemisms for Plagiarism,1
A5100355756,Yang Liu,Plagiarism of/in Article,1
A5100355773,Yang Liu,Concerns/Issues about Data,7
A5100355773,Yang Liu,Paper Mill,6
A5100355773,Yang Liu,Unreliable Results and/or Conclusions,6
A5100355773,Yang Liu,Concerns/Issues about Peer Review,4
A5100355773,Yang Liu,Duplication of/in Image,4
A5100355773,Yang Liu,Concerns/Issues about Referencing/Attributions,3
A5100355773,Yang Liu,Author Unresponsive,2
A5100355773,Yang Liu,Compromised Peer Review,2
A5100355773,Yang Liu,Computer-Aided Content or Computer-Generated Content,2
A5100355773,Yang Liu,Concerns/Issues about Results and/or Conclusions,2
A5100355773,Yang Liu,Lack of IRB/IACUC Approval and/or Compliance,2
A5100355773,Yang Liu,Plagiarism of Image,2
A5100355773,Yang Liu,Upgrade/Update of Prior Notice(s),2
A5100355773,Yang Liu,Concerns/Issues about Authorship/Affiliation,1
A5100355773,Yang Liu,Concerns/Issues about Human Subject Welfare,1
A5100355773,Yang Liu,Concerns/Issues about Image,1
A5100355773,Yang Liu,Duplication of Data,1
A5100355773,Yang Liu,Euphemisms for Plagiarism,1
A5100355773,Yang Liu,False/Forged Authorship,1
A5100355773,Yang Liu,Falsification/Fabrication of Data,1
A5100355773,Yang Liu,Manipulation of Images,1
A5100355773,Yang Liu,Objections by Author(s),1
A5100355773,Yang Liu,Objections by Third Party,1
A5100355782,Yang Liu,Computer-Aided Content or Computer-Generated Content,1
A5100355782,Yang Liu,Concerns/Issues about Data,1
A5100355782,Yang Liu,Concerns/Issues about Peer Review,1
A5100355782,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100355782,Yang Liu,Concerns/Issues about Results and/or Conclusions,1
A5100355782,Yang Liu,Paper Mill,1
A5100355782,Yang Liu,Unreliable Results and/or Conclusions,1
A5100355887,Yang Liu,Compromised Peer Review,1
A5100355890,Yang Liu,Unreliable Results and/or Conclusions,2
A5100355890,Yang Liu,Compromised Peer Review,1
A5100355890,Yang Liu,Concerns/Issues about Data,1
A5100355890,Yang Liu,Concerns/Issues about Human Subject Welfare,1
A5100355890,Yang Liu,Concerns/Issues about Peer Review,1
A5100355890,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100355890,Yang Liu,Lack of IRB/IACUC Approval and/or Compliance,1
A5100355890,Yang Liu,Paper Mill,1
A5100355893,Yang Liu,Compromised Peer Review,1
A5100355893,Yang Liu,Paper Mill,1
A5100355893,Yang Liu,Unreliable Results and/or Conclusions,1
A5100355922,Yang Liu,Compromised Peer Review,1
A5100355922,Yang Liu,Paper Mill,1
A5100355922,Yang Liu,Unreliable Results and/or Conclusions,1
A5100355946,Yang Liu,Concerns/Issues about Data,1
A5100355946,Yang Liu,Contamination of Cell Lines/Tissues,1
A5100355946,Yang Liu,Unreliable Results and/or Conclusions,1
A5100355964,Yang Liu,Notice - Limited or No Information,2
A5100355964,Yang Liu,Unreliable Results and/or Conclusions,2
A5100355964,Yang Liu,Concerns/Issues about Data,1
A5100355964,Yang Liu,Duplication of/in Image,1
A5100355964,Yang Liu,Error in Analyses,1
A5100355964,Yang Liu,Error in Data,1
A5100355964,Yang Liu,Error in Image,1
A5100355964,Yang Liu,Error in Methods,1
A5100355964,Yang Liu,Manipulation of Images,1
A5100355964,Yang Liu,Objections by Third Party,1
A5100355964,Yang Liu,Paper Mill,1
A5100355976,Yang Liu,Breach of Policy by Author,1
A5100355976,Yang Liu,Notice - Limited or No Information,1
A5100356010,Yang Liu,Compromised Peer Review,1
A5100356037,Yang Liu,Duplication of/in Image,3
A5100356037,Yang Liu,Paper Mill,3
A5100356037,Yang Liu,Author Unresponsive,1
A5100356037,Yang Liu,Concerns/Issues about Data,1
A5100356037,Yang Liu,Concerns/Issues about Image,1
A5100356037,Yang Liu,Error in Cell Lines/Tissues,1
A5100356037,Yang Liu,Euphemisms for Plagiarism,1
A5100356037,Yang Liu,Plagiarism of Image,1
A5100356044,Yang Liu,Concerns/Issues about Peer Review,1
A5100356044,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100356044,Yang Liu,Conflict of Interest,1
A5100356044,Yang Liu,Unreliable Results and/or Conclusions,1
A5100356100,Yang Liu,Concerns/Issues about Data,2
A5100356100,Yang Liu,Concerns/Issues about Peer Review,2
A5100356100,Yang Liu,Concerns/Issues about Referencing/Attributions,2
A5100356100,Yang Liu,Unreliable Results and/or Conclusions,2
A5100356100,Yang Liu,Computer-Aided Content or Computer-Generated Content,1
A5100356100,Yang Liu,Concerns/Issues about Results and/or Conclusions,1
A5100356100,Yang Liu,Paper Mill,1
A5100356134,Yang Liu,Duplication of/in Image,1
A5100356134,Yang Liu,Unreliable Data,1
A5100356134,Yang Liu,Unreliable Results and/or Conclusions,1
A5100356140,Yang Liu,Compromised Peer Review,1
A5100356140,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100356140,Yang Liu,Rogue Editor,1
A5100356140,Yang Liu,Unreliable Results and/or Conclusions,1
A5100356146,Yang Liu,Concerns/Issues about Data,2
A5100356146,Yang Liu,Concerns/Issues about Peer Review,2
A5100356146,Yang Liu,Concerns/Issues about Referencing/Attributions,2
A5100356146,Yang Liu,Unreliable Results and/or Conclusions,2
A5100356169,Yang Liu,Computer-Aided Content or Computer-Generated Content,1
A5100356169,Yang Liu,Concerns/Issues about Data,1
A5100356169,Yang Liu,Concerns/Issues about Peer Review,1
A5100356169,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5100356169,Yang Liu,Concerns/Issues about Results and/or Conclusions,1
A5100356169,Yang Liu,Paper Mill,1
A5100356169,Yang Liu,Unreliable Results and/or Conclusions,1
A5100357448,Yan Li,Author Unresponsive,1
A5100357448,Yan Li,Compromised Peer Review,1
A5100357448,Yan Li,Concerns/Issues about Peer Review,1
A5100357448,Yan Li,Concerns/Issues about Referencing/Attributions,1
A5100357448,Yan Li,Concerns/Issues about Results and/or Conclusions,1
A5100357448,Yan Li,Rogue Editor,1
A5100357448,Yan Li,Unreliable Results and/or Conclusions,1
A5100357875,Yan Li,Computer-Aided Content or Computer-Generated Content,1
A5100357875,Yan Li,Concerns/Issues about Data,1
A5100357875,Yan Li,Concerns/Issues about Peer Review,1
A5100357875,Yan Li,Concerns/Issues about Referencing/Attributions,1
A5100357875,Yan Li,Concerns/Issues about Results and/or Conclusions,1
A5100357875,Yan Li,Paper Mill,1
A5100357875,Yan Li,Unreliable Results and/or Conclusions,1
A5100358022,Jing Zhao,Computer-Aided Content or Computer-Generated Content,1
A5100358022,Jing Zhao,Concerns/Issues about Data,1
A5100358022,Jing Zhao,Concerns/Issues about Peer Review,1
A5100358022,Jing Zhao,Concerns/Issues about Referencing/Attributions,1
A5100358022,Jing Zhao,Concerns/Issues about Results and/or Conclusions,1
A5100358022,Jing Zhao,Informed/Patient Consent - None/Withdrawn,1
A5100358022,Jing Zhao,Lack of IRB/IACUC Approval and/or Compliance,1
A5100358022,Jing Zhao,Paper Mill,1
A5100358022,Jing Zhao,Unreliable Results and/or Conclusions,1
