source_openalex_author_id,canonical_openalex_author_id,canonical_author,profile_group_size,decision
A5100630506,A5100630506,Yan Li,1,Exact DOI-level match
A5100630518,A5100630518,Hao Wang,1,Exact DOI-level match
A5100630789,A5100630789,Jing Zhao,1,Exact DOI-level match
A5100630793,A5100630793,Jing Zhao,1,Exact DOI-level match
A5100631094,A5100631094,Ying Liu,1,Exact DOI-level match
A5100631272,A5100631272,Tao Wang,1,Exact DOI-level match
A5100631575,A5100631575,Wang Yong,1,Exact DOI-level match
A5100631609,A5100631609,Min Li,1,Exact DOI-level match
A5100632438,A5100632438,Tao Wang,1,Exact DOI-level match
A5100632441,A5100632441,Tao Wang,1,Exact DOI-level match
A5100632608,A5100632608,Hui Li,1,Exact DOI-level match
A5100632990,A5100632990,Jie Zhang,1,Exact DOI-level match
A5100633358,A5100633358,Tao Zhang,1,Exact DOI-level match
A5100633559,A5100633559,Wang Jing,1,Exact DOI-level match
A5100633560,A5100633560,Wang Jing,1,Exact DOI-level match
A5100633636,A5100633636,Yan Liu,1,Exact DOI-level match
A5100634274,A5100634274,Yan Chen,1,Exact DOI-level match
A5100634513,A5100634513,Hui Li,1,Exact DOI-level match
A5100634516,A5100634516,Hui Li,1,Exact DOI-level match
A5100634568,A5100634568,Tao Wang,1,Exact DOI-level match
A5100635013,A5100635013,Jian Li,1,Exact DOI-level match
A5100635758,A5100635758,Qian Zhang,1,Exact DOI-level match
A5100635867,A5100635867,Jun Li,1,Exact DOI-level match
A5100636014,A5100636014,Lin Wang,1,Exact DOI-level match
A5100636568,A5100636568,Hong Zhang,1,Exact DOI-level match
A5100636685,A5100636685,Gang Li,1,Exact DOI-level match
A5100636688,A5100636688,Gang Li,1,Exact DOI-level match
A5100637184,A5100637184,Wei Zhang,1,Exact DOI-level match
A5100637299,A5100637299,Yong Wang,1,Exact DOI-level match
A5100637532,A5100637532,Jin Wang,1,Exact DOI-level match
A5100637534,A5100637534,Jin Wang,1,Exact DOI-level match
A5100638346,A5100638346,Xin Zhang,1,Exact DOI-level match
A5100638756,A5100638756,Tao Zhang,1,Exact DOI-level match
A5100638913,A5100638913,Jun Wang,1,Exact DOI-level match
A5100639134,A5100639134,Jian Zhang,1,Exact DOI-level match
A5100639535,A5100639535,Jun Zhang,1,Exact DOI-level match
A5100640040,A5100640040,Yu Wang,1,Exact DOI-level match
A5100640312,A5100640312,Yang Wang,1,Exact DOI-level match
A5100640488,A5100640488,Yan Li,1,Exact DOI-level match
A5100640543,A5100640543,Wei Zhang,1,Exact DOI-level match
A5100640575,A5100640575,Yi Wang,1,Exact DOI-level match
A5100641575,A5100641575,Yan Zhang,1,Exact DOI-level match
A5100641714,A5100641714,Wei Liu,1,Exact DOI-level match
A5100641908,A5100641908,Lei Li,1,Exact DOI-level match
A5100642011,A5100642011,Yong Wang,1,Exact DOI-level match
A5100642015,A5100642015,Yong Wang,1,Exact DOI-level match
A5100642363,A5100642363,Zhang Wei,1,Exact DOI-level match
A5100642364,A5100642364,Wei Zhang,1,Exact DOI-level match
A5100642775,A5100642775,Hong Li,1,Exact DOI-level match
A5100642778,A5100642778,Hong Li,1,Exact DOI-level match
A5100643197,A5100643197,Jing Wang,1,Exact DOI-level match
A5100643198,A5100643198,Jing Wang,1,Exact DOI-level match
A5100643679,A5100643679,Yu Wang,1,Exact DOI-level match
A5100644473,A5100644473,Jing Zhao,1,Exact DOI-level match
A5100644577,A5100644577,Wei Zhao,1,Exact DOI-level match
A5100644648,A5100644648,Jun Zhang,1,Exact DOI-level match
A5100645058,A5100645058,Chao Wang,1,Exact DOI-level match
A5100645122,A5100645122,Yan Li,1,Exact DOI-level match
A5100645927,A5100645927,Hao Chen,1,Exact DOI-level match
A5100646609,A5100646609,Jing Li,1,Exact DOI-level match
A5100647065,A5100647065,Lei Liu,1,Exact DOI-level match
A5100647967,A5100647967,Lei Wang,1,Exact DOI-level match
A5100648406,A5100648406,Tao Zhang,1,Exact DOI-level match
A5100648727,A5100648727,Jie Li,1,Exact DOI-level match
A5100649033,A5100649033,Min Li,1,Exact DOI-level match
A5100649046,A5100649046,Bo Zhang,1,Exact DOI-level match
A5100649203,A5100649203,Wei Li,1,Exact DOI-level match
A5100649565,A5100649565,Rui Wang,1,Exact DOI-level match
A5100649898,A5100649898,Peng Li,1,Exact DOI-level match
A5100650047,A5100650047,Jun Chen,1,Exact DOI-level match
A5100650122,A5100650122,Wei Liu,1,Exact DOI-level match
A5100650306,A5100650306,Zhang Jun,1,Exact DOI-level match
A5100650704,A5100650704,Xi Chen,1,Exact DOI-level match
A5100650728,A5100650728,Gang Li,1,Exact DOI-level match
A5100650932,A5100650932,Xin Li,1,Exact DOI-level match
A5100651229,A5100651229,Yu Zhang,1,Exact DOI-level match
A5100651242,A5100651242,Jing Wang,1,Exact DOI-level match
A5100651434,A5100651434,Jian Zhang,1,Exact DOI-level match
A5100652050,A5100652050,Yan Wang,1,Exact DOI-level match
A5100652122,A5100652122,Ying Zhang,1,Exact DOI-level match
A5100652124,A5100652124,Ying Zhang,1,Exact DOI-level match
A5100652493,A5100652493,Wei Wang,1,Exact DOI-level match
A5100653025,A5100653025,Li Yan,1,Exact DOI-level match
A5100653072,A5100653072,Yu Wang,1,Exact DOI-level match
A5100653142,A5100653142,Tao Wang,1,Exact DOI-level match
A5100653154,A5100653154,Hao Wang,1,Exact DOI-level match
A5100653327,A5100653327,Wei Zhang,1,Exact DOI-level match
A5100653917,A5100653917,Feng Li,1,Exact DOI-level match
A5100653920,A5100653920,Feng Li,1,Exact DOI-level match
A5100654694,A5100654694,Wei Wang,1,Exact DOI-level match
A5100654977,A5100654977,Hui Li,1,Exact DOI-level match
A5100655593,A5100655593,Ping Li,1,Exact DOI-level match
A5100656241,A5100656241,Jie Li,1,Exact DOI-level match
A5100656258,A5100656258,Hui Li,1,Exact DOI-level match
A5100656514,A5100656514,Dong‐Mei Wu,1,Exact DOI-level match
A5100656515,A5100656515,Dong‐Mei Wu,1,Exact DOI-level match
A5100656516,A5100656516,Dong‐Mei Wu,1,Exact DOI-level match
A5100656519,A5100656519,Dongmei Wu,1,Exact DOI-level match
A5100656520,A5100656520,Dongmei Wu,1,Exact DOI-level match
A5100656521,A5100656521,Dongmei Wu,1,Exact DOI-level match
A5100656671,A5100656671,Rui Zhang,1,Exact DOI-level match
A5100657020,A5100657020,Yan Wang,1,Exact DOI-level match
A5100657770,A5100657770,Min Li,1,Exact DOI-level match
A5100658032,A5100658032,Lin Zhang,1,Exact DOI-level match
A5100658729,A5100658729,Hui Li,1,Exact DOI-level match
A5100658983,A5100658983,Lei Li,1,Exact DOI-level match
A5100659048,A5100659048,Jing Chen,1,Exact DOI-level match
A5100659187,A5100659187,Lei Zhang,1,Exact DOI-level match
A5100659190,A5100659190,Lei Zhang,1,Exact DOI-level match
A5100659191,A5100659191,Lei Zhang,1,Exact DOI-level match
A5100659269,A5100659269,Yang Zhang,1,Exact DOI-level match
A5100659786,A5100659786,Yang Wang,1,Exact DOI-level match
A5100659787,A5100659787,Yang Wang,1,Exact DOI-level match
A5100659803,A5100659803,Feng Li,1,Exact DOI-level match
A5100659919,A5100659919,Jie Chen,1,Exact DOI-level match
A5100659921,A5100659921,Jie Chen,1,Exact DOI-level match
A5100660575,A5100660575,Jie Liu,1,Exact DOI-level match
A5100660612,A5100660612,Fang Liu,1,Exact DOI-level match
A5100661252,A5100661252,Xin Li,1,Exact DOI-level match
A5100661844,A5100661844,Tao Liu,1,Exact DOI-level match
A5100661902,A5100661902,Yi Zhang,1,Exact DOI-level match
A5100661905,A5100661905,Yi Zhang,1,Exact DOI-level match
A5100662033,A5100662033,Jing Wang,1,Exact DOI-level match
A5100662048,A5100662048,Jing Zhang,1,Exact DOI-level match
A5100662051,A5100662051,Jing Zhang,1,Exact DOI-level match
A5100662539,A5100662539,Yang Wang,1,Exact DOI-level match
A5100662545,A5100662545,Yan Li,1,Exact DOI-level match
A5100662583,A5100662583,Ming Li,1,Exact DOI-level match
A5100662642,A5100662642,Jie Zhang,1,Exact DOI-level match
A5100663071,A5100663071,Wei Zhang,1,Exact DOI-level match
A5100663265,A5100663265,Hui Zhang,1,Exact DOI-level match
A5100663269,A5100663269,Hui Zhang,1,Exact DOI-level match
A5100663398,A5100663398,Wei Liu,1,Exact DOI-level match
A5100663497,A5100663497,Jun Li,1,Exact DOI-level match
A5100663508,A5100663508,Yan Liu,1,Exact DOI-level match
A5100663664,A5100663664,Wei Li,1,Exact DOI-level match
A5100663666,A5100663666,Li Wei,1,Exact DOI-level match
A5100663910,A5100663910,Hui Zhang,1,Exact DOI-level match
A5100664424,A5100664424,Jiantao Li,1,Exact DOI-level match
A5100664579,A5100664579,Ping Zhang,1,Exact DOI-level match
A5100664640,A5100664640,Gang Li,1,Exact DOI-level match
A5100664762,A5100664762,Wei Chen,1,Exact DOI-level match
A5100664884,A5100664884,Lei Zhang,1,Exact DOI-level match
A5100664920,A5100664920,Wei Zhang,1,Exact DOI-level match
A5100664921,A5100664921,Wei Zhang,1,Exact DOI-level match
A5100664990,A5100664990,Wei Wang,1,Exact DOI-level match
A5100665448,A5100665448,Bin Wang,1,Exact DOI-level match
A5100665534,A5100665534,Lei Wang,1,Exact DOI-level match
A5100665918,A5100665918,Yan Li,1,Exact DOI-level match
A5100666580,A5100666580,Juan Li,1,Exact DOI-level match
A5100666583,A5100666583,Juan Li,1,Exact DOI-level match
A5100667354,A5100667354,Tao Liu,1,Exact DOI-level match
A5100667768,A5100667768,Tao Liu,1,Exact DOI-level match
A5100667879,A5100667879,Jin Wang,1,Exact DOI-level match
A5100668329,A5100668329,Yang Li,1,Exact DOI-level match
A5100668542,A5100668542,Yang Wang,1,Exact DOI-level match
A5100669407,A5100669407,Bo Zhang,1,Exact DOI-level match
A5100670187,A5100670187,Xin Zhang,1,Exact DOI-level match
A5100670746,A5100670746,Wei Zhang,1,Exact DOI-level match
A5100671514,A5100671514,Yan Li,1,Exact DOI-level match
A5100671570,A5100671570,Min Zhang,1,Exact DOI-level match
A5100671580,A5100671580,Min Zhang,1,Exact DOI-level match
A5100671581,A5100671581,Min Zhang,1,Exact DOI-level match
A5100671582,A5100671582,Min Zhang,1,Exact DOI-level match
A5100672023,A5100672023,Hui Zhang,1,Exact DOI-level match
A5100672024,A5100672024,Hui Zhang,1,Exact DOI-level match
A5100673270,A5100673270,Yu Liu,1,Exact DOI-level match
A5100673610,A5100673610,Lei Zhang,1,Exact DOI-level match
A5100673613,A5100673613,Lei Zhang,1,Exact DOI-level match
A5100673842,A5100673842,Bin Zhang,1,Exact DOI-level match
A5100674295,A5100674295,Ying Zhang,1,Exact DOI-level match
A5100674304,A5100674304,Ying Zhang,1,Exact DOI-level match
A5100674305,A5100674305,Ying Zhang,1,Exact DOI-level match
A5100674472,A5100674472,Feng Li,1,Exact DOI-level match
A5100674651,A5100674651,Jun Liu,1,Exact DOI-level match
A5100675481,A5100675481,Rui Zhang,1,Exact DOI-level match
A5100675611,A5100675611,Weijian Li,1,Unresolved abbreviation
A5100676060,A5100676060,Yang Liu,1,Exact DOI-level match
A5100676213,A5100676213,Bo Li,1,Exact DOI-level match
A5100676379,A5100676379,Gang Wang,1,Exact DOI-level match
A5100677390,A5100677390,Jun Liu,1,Exact DOI-level match
A5100677514,A5100677514,Hui Li,1,Exact DOI-level match
A5100677736,A5100677736,Yan Li,1,Exact DOI-level match
A5100678224,A5100678224,Jun Liu,1,Exact DOI-level match
A5100678225,A5100678225,Jun Liu,1,Exact DOI-level match
A5100678679,A5100678679,Hui Wang,1,Exact DOI-level match
A5100679018,A5100679018,Yang Liu,1,Exact DOI-level match
A5100679241,A5100679241,Jie Li,1,Exact DOI-level match
A5100679836,A5100679836,Tao Liu,1,Exact DOI-level match
A5100680426,A5100680426,Jian Zhang,1,Exact DOI-level match
A5100680432,A5100680432,Jian Zhang,1,Exact DOI-level match
A5100680659,A5100680659,Jing Zhang,1,Exact DOI-level match
A5100681652,A5100681652,Jing Wang,1,Exact DOI-level match
A5100681666,A5100681666,Hui Zhang,1,Exact DOI-level match
A5100681768,A5100681768,Yan Li,1,Exact DOI-level match
A5100682321,A5100682321,Yang Liu,1,Exact DOI-level match
A5100682444,A5100682444,Jie Liu,1,Exact DOI-level match
A5100682556,A5100682556,Qian Zhang,1,Exact DOI-level match
A5100682902,A5100682902,Jun Wang,1,Exact DOI-level match
A5100683583,A5100683583,Wei Li,1,Exact DOI-level match
A5100683594,A5100683594,Tao Zhang,1,Exact DOI-level match
A5100683792,A5100683792,Yong Wang,1,Exact DOI-level match
A5100684023,A5100684023,Jie Li,1,Exact DOI-level match
A5100684101,A5100684101,Wei Zhang,1,Exact DOI-level match
A5100684105,A5100684105,Wei Zhang,1,Exact DOI-level match
A5100685148,A5100685148,Wei Zhang,1,Exact DOI-level match
A5100685294,A5100685294,Lin Wang,1,Exact DOI-level match
A5100685327,A5100685327,Yan Li,1,Exact DOI-level match
A5100685454,A5100685454,Wei Zhang,1,Exact DOI-level match
A5100685813,A5100685813,Hui Zhang,1,Exact DOI-level match
A5100685860,A5100685860,Nan Li,1,Exact DOI-level match
A5100685953,A5100685953,Wei Li,1,Exact DOI-level match
A5100686093,A5100686093,Jun Wang,1,Exact DOI-level match
A5100686100,A5100686100,Jun Wang,1,Exact DOI-level match
A5100686366,A5100686366,Xin Zhang,1,Exact DOI-level match
A5100686671,A5100686671,Jian Wang,1,Exact DOI-level match
A5100687082,A5100687082,Min Li,1,Exact DOI-level match
A5100687290,A5100687290,Jian Li,1,Exact DOI-level match
A5100687713,A5100687713,Jing Liu,1,Exact DOI-level match
A5100687913,A5100687913,Qiang Li,1,Exact DOI-level match
A5100688135,A5100688135,Jun Wang,1,Exact DOI-level match
A5100688193,A5100688193,Hao Wang,1,Exact DOI-level match
A5100688303,A5100688303,Yan Li,1,Exact DOI-level match
A5100688318,A5100688318,Bo Li,1,Exact DOI-level match
A5100688594,A5100688594,Ming Li,1,Exact DOI-level match
A5100688670,A5100688670,Gang Wang,1,Exact DOI-level match
A5100688680,A5100688680,Wei Zhang,1,Exact DOI-level match
A5100688686,A5100688686,Wei Zhang,1,Exact DOI-level match
A5100688689,A5100688689,Wei Zhang,1,Exact DOI-level match
A5100688707,A5100688707,Wei Zhao,1,Exact DOI-level match
A5100688853,A5100688853,Wei Wang,1,Exact DOI-level match
A5100688855,A5100688855,Wei Wang,1,Exact DOI-level match
A5100688958,A5100688958,Zhang Hui,1,Exact DOI-level match
A5100689303,A5100689303,Yan Li,1,Exact DOI-level match
A5100689605,A5100689605,Min Wang,1,Exact DOI-level match
A5100689763,A5100689763,Wei Li,1,Exact DOI-level match
A5100689770,A5100689770,Wei Li,1,Exact DOI-level match
A5100690398,A5100690398,Ping Zhang,1,Exact DOI-level match
A5100690769,A5100690769,Wang Feng,1,Exact DOI-level match
A5100691319,A5100691319,Jun Li,1,Exact DOI-level match
A5100691466,A5100691466,Ping Zhang,1,Exact DOI-level match
A5100691473,A5100691473,Ping Zhang,1,Exact DOI-level match
A5100692029,A5100692029,Wei Wang,1,Exact DOI-level match
A5100692440,A5100692440,Feng Wang,1,Exact DOI-level match
A5100692555,A5100692555,Wei Li,1,Exact DOI-level match
A5100693170,A5100693170,Hui Li,1,Exact DOI-level match
A5100693303,A5100693303,Jing Wang,1,Exact DOI-level match
A5100693703,A5100693703,Yang Liu,1,Exact DOI-level match
A5100694048,A5100694048,Wang Qi,1,Exact DOI-level match
A5100694290,A5100694290,Lei Wang,1,Exact DOI-level match
A5100694293,A5100694293,Wei Zhang,1,Exact DOI-level match
A5100695272,A5100695272,Yan Li,1,Exact DOI-level match
A5100695629,A5100695629,Jing Wang,1,Exact DOI-level match
A5100695670,A5100695670,Yang Li,1,Exact DOI-level match
A5100696289,A5100696289,Bo Li,1,Exact DOI-level match
A5100696824,A5100696824,Jian Wang,1,Exact DOI-level match
A5100696828,A5100696828,Jian Wang,1,Exact DOI-level match
A5100696862,A5100696862,Jun Li,1,Exact DOI-level match
A5100697102,A5100697102,Wei Li,1,Exact DOI-level match
A5100697144,A5100697144,Jie Zhang,1,Exact DOI-level match
A5100697693,A5100697693,Jing Yang,1,Exact DOI-level match
A5100697861,A5100697861,Wei Wang,1,Exact DOI-level match
A5100699718,A5100699718,Jing Wang,1,Exact DOI-level match
A5100699829,A5100699829,Wei Zhang,1,Exact DOI-level match
A5100699976,A5100699976,Jing Zhang,1,Exact DOI-level match
A5100699977,A5100699977,Jing Zhang,1,Exact DOI-level match
A5100699981,A5100699981,Jing Zhang,1,Exact DOI-level match
A5100702595,A5100702595,Ling Wang,1,Exact DOI-level match
A5100703011,A5100703011,Xin Li,1,Exact DOI-level match
A5100703074,A5100703074,Ping Wang,1,Exact DOI-level match
A5100703080,A5100703080,Hui Li,1,Exact DOI-level match
A5100703128,A5100703128,Yong Wang,1,Exact DOI-level match
A5100703131,A5100703131,Yong Wang,1,Exact DOI-level match
A5100703373,A5100703373,Wei Zhang,1,Exact DOI-level match
A5100703493,A5100703493,Hui Zhang,1,Exact DOI-level match
A5100703541,A5100703541,Wei Wang,1,Exact DOI-level match
A5100703836,A5100703836,Ling Wang,1,Exact DOI-level match
A5100703840,A5100703840,Ling Wang,1,Exact DOI-level match
A5100704177,A5100704177,Jin Zhang,1,Exact DOI-level match
A5100704259,A5100704259,Xin Zhang,1,Exact DOI-level match
A5100704992,A5100704992,Yang Wang,1,Exact DOI-level match
A5100705424,A5100705424,Jian Zhang,1,Exact DOI-level match
A5100705783,A5100705783,Yu Wang,1,Exact DOI-level match
A5100706289,A5100706289,Jinli Zhang,1,Exact DOI-level match
A5100706529,A5100706529,Rui Wang,1,Exact DOI-level match
A5100707081,A5100707081,Ying Wang,1,Exact DOI-level match
A5100707101,A5100707101,Yu Zhang,1,Exact DOI-level match
A5100707577,A5100707577,Wang Jing,1,Exact DOI-level match
A5100707750,A5100707750,Yu Zhang,1,Exact DOI-level match
A5100707955,A5100707955,Hui Li,1,Exact DOI-level match
A5100708580,A5100708580,Yan Li,2,Merged 2 OpenAlex profiles
A5100708680,A5100708680,Yong Zhang,1,Exact DOI-level match
A5100709844,A5100709844,Dan Wang,1,Exact DOI-level match
A5100710018,A5100710018,Ying Li,1,Exact DOI-level match
A5100710202,A5100710202,Jing Zhang,1,Exact DOI-level match
A5100710279,A5100710279,Jian Li,1,Exact DOI-level match
A5100710906,A5100710906,Wei Zhang,1,Exact DOI-level match
A5100711101,A5100711101,Qiang Li,1,Exact DOI-level match
A5100711118,A5100711118,Qiang Li,1,Exact DOI-level match
A5100711316,A5100711316,Yan Li,1,Exact DOI-level match
A5100711847,A5100711847,Chen Jie,1,Exact DOI-level match
A5100711850,A5100711850,Jie Chen,1,Exact DOI-level match
A5100712373,A5100712373,Yan Chen,1,Exact DOI-level match
A5100712374,A5100712374,Yan Chen,1,Exact DOI-level match
A5100712376,A5100712376,Yan Chen,1,Exact DOI-level match
A5100712378,A5100712378,Yan Chen,1,Exact DOI-level match
A5100712514,A5100712514,Chao Wang,1,Exact DOI-level match
A5100713489,A5100713489,Min Li,1,Exact DOI-level match
A5100714117,A5100714117,Jian Wang,1,Exact DOI-level match
A5100714128,A5100714128,Jing Chen,1,Exact DOI-level match
A5100714129,A5100714129,Jing Chen,1,Exact DOI-level match
A5100714218,A5100714218,Qi Wang,1,Exact DOI-level match
A5100714578,A5100714578,Yang Wang,1,Exact DOI-level match
A5100715317,A5100715317,Yong Zhang,1,Exact DOI-level match
A5100715414,A5100715414,Hui Zhang,1,Exact DOI-level match
A5100716051,A5100716051,Ying Zhang,1,Exact DOI-level match
A5100716709,A5100716709,Dan Wang,1,Exact DOI-level match
A5100716770,A5100716770,Wei Li,1,Exact DOI-level match
A5100716772,A5100716772,Wei Li,1,Exact DOI-level match
A5100716777,A5100716777,Wei Li,1,Exact DOI-level match
A5100716886,A5100716886,Ying Liu,1,Exact DOI-level match
A5100717825,A5100717825,Yi Wang,1,Exact DOI-level match
A5100717978,A5100717978,Jin Zhang,1,Exact DOI-level match
A5100718284,A5100718284,Xi Chen,1,Exact DOI-level match
A5100718998,A5100718998,Wei Wang,1,Exact DOI-level match
A5100719016,A5100719016,Min Li,1,Exact DOI-level match
A5100719254,A5100719254,Wei Chen,1,Exact DOI-level match
A5100719328,A5100719328,Lei Zhang,1,Exact DOI-level match
A5100719335,A5100719335,Jie Li,1,Exact DOI-level match
A5100719808,A5100719808,Hao Chen,1,Exact DOI-level match
A5100720060,A5100720060,Jing Zhang,1,Exact DOI-level match
A5100720490,A5100720490,Gang Wang,1,Exact DOI-level match
A5100720766,A5100720766,Qiang Li,1,Exact DOI-level match
A5100721167,A5100721167,Chao Wang,1,Exact DOI-level match
A5100721619,A5100721619,Yi Wang,1,Exact DOI-level match
A5100721699,A5100721699,Xi Chen,1,Exact DOI-level match
A5100721764,A5100721764,Min Wang,1,Exact DOI-level match
A5100721766,A5100721766,Min Wang,1,Exact DOI-level match
A5100722246,A5100722246,Jie Zhang,1,Exact DOI-level match
A5100722310,A5100722310,Wei Liu,1,Exact DOI-level match
A5100722569,A5100722569,Jun Chen,1,Exact DOI-level match
A5100722789,A5100722789,Bin Liu,1,Exact DOI-level match
A5100722980,A5100722980,Wei Zhao,1,Exact DOI-level match
A5100723045,A5100723045,Yan Li,1,Exact DOI-level match
A5100723246,A5100723246,Wei Wang,1,Exact DOI-level match
A5100723310,A5100723310,Yan Li,1,Exact DOI-level match
A5100724709,A5100724709,Yang Wang,1,Exact DOI-level match
A5100725601,A5100725601,Jing Liu,1,Exact DOI-level match
A5100725736,A5100725736,Zhang Bin,1,Exact DOI-level match
A5100726190,A5100726190,Jing Li,1,Exact DOI-level match
A5100726408,A5100726408,Wei Wang,1,Exact DOI-level match
A5100726586,A5100726586,Ying Wang,1,Exact DOI-level match
A5100727225,A5100727225,Hong Zhang,1,Exact DOI-level match
A5100727231,A5100727231,Jing Zhang,1,Exact DOI-level match
A5100727476,A5100727476,Yan Wang,1,Exact DOI-level match
A5100727545,A5100727545,Wei Zhang,1,Exact DOI-level match
A5100727785,A5100727785,Bin Liu,1,Exact DOI-level match
A5100729293,A5100729293,Yan Liu,1,Exact DOI-level match
A5100729465,A5100729465,Bin Wang,1,Exact DOI-level match
A5100729663,A5100729663,Hao Wang,1,Exact DOI-level match
A5100730402,A5100730402,Wei Zhang,1,Exact DOI-level match
A5100730407,A5100730407,Wei Zhang,1,Exact DOI-level match
A5100730489,A5100730489,Xin Li,1,Exact DOI-level match
A5100730844,A5100730844,Yu Wang,1,Exact DOI-level match
A5100730951,A5100730951,Wei Chen,1,Exact DOI-level match
A5100731014,A5100731014,Hui Wang,1,Exact DOI-level match
A5100731323,A5100731323,Lei Zhang,1,Exact DOI-level match
A5100731925,A5100731925,Yang Zhang,1,Exact DOI-level match
A5100731973,A5100731973,Jin Wang,1,Exact DOI-level match
A5100732073,A5100732073,Hui Wang,1,Exact DOI-level match
A5100733367,A5100733367,Yong Wang,1,Exact DOI-level match
A5100733463,A5100733463,Li Yang,1,Exact DOI-level match
A5100733485,A5100733485,Hui Li,1,Exact DOI-level match
A5100733607,A5100733607,Lei Zhang,1,Exact DOI-level match
A5100733647,A5100733647,Bin Wang,1,Exact DOI-level match
A5100733648,A5100733648,Bin Wang,1,Exact DOI-level match
A5100734132,A5100734132,Hui Wang,1,Exact DOI-level match
A5100734534,A5100734534,Yi Wang,1,Exact DOI-level match
A5100734695,A5100734695,Yi Wang,1,Exact DOI-level match
A5100734749,A5100734749,Jun Wang,1,Exact DOI-level match
A5100735068,A5100735068,Lei Wang,1,Exact DOI-level match
A5100735424,A5100735424,Tao Zhang,1,Exact DOI-level match
A5100735511,A5100735511,Lin Wang,1,Exact DOI-level match
A5100735527,A5100735527,Jin Zhang,1,Exact DOI-level match
A5100735570,A5100735570,Yan Zhang,1,Exact DOI-level match
A5100736091,A5100736091,Xin Wang,1,Exact DOI-level match
A5100736588,A5100736588,Yan Li,1,Exact DOI-level match
A5100737055,A5100737055,Dan Wang,1,Exact DOI-level match
A5100737361,A5100737361,Wei Zhang,1,Exact DOI-level match
A5100738282,A5100738282,Wei Zhang,1,Exact DOI-level match
A5100739666,A5100739666,Jian Xu,1,Exact DOI-level match
A5100740183,A5100740183,Wei Zhang,1,Exact DOI-level match
A5100740585,A5100740585,Ying Zhang,1,Exact DOI-level match
A5100740616,A5100740616,Wei Chen,1,Exact DOI-level match
A5100740712,A5100740712,Yu Wang,1,Exact DOI-level match
A5100741318,A5100741318,Ping Li,1,Exact DOI-level match
A5100741396,A5100741396,Feng Wang,1,Exact DOI-level match
A5100741399,A5100741399,Feng Wang,1,Exact DOI-level match
A5100741429,A5100741429,Lei Zhang,1,Exact DOI-level match
A5100742518,A5100742518,Wei Zhang,1,Exact DOI-level match
A5100742701,A5100742701,Jian Li,1,Exact DOI-level match
A5100743523,A5100743523,Bo Li,1,Exact DOI-level match
A5100743731,A5100743731,Jun Lü,1,Exact DOI-level match
A5100743733,A5100743733,Jun Lu,1,Exact DOI-level match
A5100744459,A5100744459,Min Zhang,1,Exact DOI-level match
A5100744890,A5100744890,Dan Li,1,Exact DOI-level match
A5100744919,A5100744919,Feng Li,1,Exact DOI-level match
A5100745330,A5100745330,Yi Wang,1,Exact DOI-level match
A5100745734,A5100745734,Qian Li,1,Exact DOI-level match
A5100745736,A5100745736,Qian Li,1,Exact DOI-level match
A5100745809,A5100745809,Lin Wang,1,Exact DOI-level match
A5100746534,A5100746534,Feng Li,1,Exact DOI-level match
A5100747473,A5100747473,Jun Zhang,1,Exact DOI-level match
A5100747588,A5100747588,Lei Zhang,1,Exact DOI-level match
A5100748083,A5100748083,Jing Zhang,1,Exact DOI-level match
A5100749250,A5100749250,Tao Liu,1,Exact DOI-level match
A5100749251,A5100749251,Tao Liu,1,Exact DOI-level match
A5100749424,A5100749424,Qian Li,1,Exact DOI-level match
A5100749688,A5100749688,Wei Wang,1,Exact DOI-level match
A5100750037,A5100750037,Yu Zhang,1,Exact DOI-level match
A5100750171,A5100750171,Min Zhang,1,Exact DOI-level match
A5100750217,A5100750217,Gang Li,1,Exact DOI-level match
A5100750703,A5100750703,Li Min,1,Exact DOI-level match
A5100751021,A5100751021,Wei Li,1,Exact DOI-level match
A5100751413,A5100751413,Lei Zhang,1,Exact DOI-level match
A5100751792,A5100751792,Feng Wang,1,Exact DOI-level match
A5100752314,A5100752314,Min Zhang,1,Exact DOI-level match
A5100752421,A5100752421,Jian Zhang,1,Exact DOI-level match
A5100752983,A5100752983,Bin Wang,1,Exact DOI-level match
A5100753238,A5100753238,Jing Yang,1,Exact DOI-level match
A5100753509,A5100753509,Qian Li,1,Exact DOI-level match
A5100753720,A5100753720,Jie Zhang,1,Exact DOI-level match
A5100754578,A5100754578,Lei Li,1,Exact DOI-level match
A5100754647,A5100754647,Li Yan,1,Exact DOI-level match
A5100754823,A5100754823,Wei Zhang,1,Exact DOI-level match
A5100754828,A5100754828,Yan Zhang,1,Exact DOI-level match
A5100754832,A5100754832,Yan Zhang,1,Exact DOI-level match
A5100755246,A5100755246,Lin Wang,1,Exact DOI-level match
A5100755889,A5100755889,Jun Li,1,Exact DOI-level match
A5100756296,A5100756296,Jian Wang,1,Exact DOI-level match
A5100756547,A5100756547,Lei Zhang,1,Exact DOI-level match
A5100756550,A5100756550,Lei Zhang,1,Exact DOI-level match
A5100756634,A5100756634,Wei Zhang,1,Exact DOI-level match
A5100756636,A5100756636,Wei Zhang,1,Exact DOI-level match
A5100756874,A5100756874,Wei Zhang,1,Exact DOI-level match
A5100757098,A5100757098,Jing Zhang,1,Exact DOI-level match
A5100757101,A5100757101,Jing Zhang,1,Exact DOI-level match
A5100757663,A5100757663,Lei Wang,1,Exact DOI-level match
